	S1Hp	S9H1	F7H1	530119	S6Hp	S28Hp	530075	S15Hp	31519	31267	F16H1	S22Hp	S19H1	S25Hp	S13Hp	31160	530315	530258	31236	S17H1	31700	S20H1	31219	530331	S31Hp	530215	S30H1	530295	31750	s24H1	S29H1	S7Hp	530055	F32H1	F14H1B	S18H1	F6H1	530177	31300	F23HpA	S23Hp	530368	S14Hp	31328	31600	530167	S26Hp	530444	31452	S27H1
S29H1	0.3856478819464674	0.3766820769557273	0.3865958260023056	0.4020150090198428	0.39952581860331193	0.3996331800526406	0.39048570100788804	0.3158001103860104	0.3864083543138908	0.37738497505278507	0.4573896644169776	0.45654194223667255	0.4389178572463639	0.4223831478837127	0.35546584469471904	0.39385307765931155	0.3842472457124949	0.3914167924843096	0.40118316709389645	0.4102425398241004	0.3834974541310975	0.3567377292428648	0.35941867634420577	0.3562369636952313	0.2658904668844026	0.25387110868696994	0.2658561899188621	0.2575264918452918	0.2333135636062611	0.21896781208155242	0.0	0.12905375548051778	0.3850187519211087	0.3780328609297805	0.37304456286208343	0.37021876837679596	0.37507307217708297	0.36400106205297766	0.3702422801888929	0.38765789978257814	0.38202953379486565	0.3997251684113244	0.39478125153480514	0.39342740193380055	0.38908955843356835	0.37689473250197836	0.3572232448122432	0.3808551855892077	0.39475915767395076	0.38001274933421897
S7Hp	0.3457193444263744	0.33675353943563435	0.34666728848221257	0.36208647149974976	0.359597281083219	0.3597046425325476	0.3505571634877951	0.2758715728659174	0.3464798167937978	0.33745643753269206	0.41746112689688464	0.41661340471657954	0.39898931972627094	0.38245461036361966	0.315537307174626	0.3539245401392186	0.34431870819240196	0.35148825496421665	0.3612546295738035	0.37031400230400746	0.3435689166110045	0.3168091917227718	0.3194901388241128	0.3163084261751383	0.22596192936430962	0.21394257116687693	0.2259276523987691	0.21759795432519885	0.19338502608616814	0.17903927456145943	0.12905375548051778	0.0	0.3450902144010157	0.33810432340968755	0.3331160253419904	0.33029023085670295	0.33514453465699	0.3240725245328847	0.33031374266879987	0.3477293622624852	0.34210099627477264	0.3597966308912314	0.35485271401471213	0.35349886441370754	0.34916102091347534	0.3369661949818854	0.31729470729215026	0.3409266480691147	0.3548306201538578	0.340084211814126
530055	0.3673963882870393	0.35843058329629923	0.36834433234287745	0.38376351536041464	0.38127432494388386	0.38138168639321246	0.3722342073484599	0.2975486167265823	0.36815686065446274	0.359133481393357	0.4391381707575495	0.4382904485772444	0.4206663635869358	0.40413165422428454	0.33721435103529096	0.37560158399988347	0.36599575205306684	0.37316529882488153	0.3829316734344684	0.39199104616467234	0.3652459604716694	0.3535982568911462	0.35627920399248725	0.35309749134351276	0.3076549690714087	0.39408303100959524	0.4060681122414874	0.3977384141679171	0.37352548592888646	0.3912634361937772	0.3850187519211087	0.3450902144010157	0.0	0.28773263674792726	0.3385966655480409	0.3357708710627535	0.34062517486304045	0.3295531647389352	0.3519907865294648	0.36940640612315	0.3637780401354376	0.3814736747518963	0.376529757875377	0.3751759082743724	0.3708380647741403	0.3586432388425502	0.3389717511528151	0.3626036919297796	0.3765076640145226	0.3617612556747909
F32H1	0.36041049729571106	0.351444692304971	0.36135844135154926	0.37677762436908646	0.3742884339525556	0.3743957954018843	0.36524831635713173	0.2905627257352541	0.3611709696631345	0.35214759040202875	0.4321522797662213	0.43130455758591624	0.4136804725956076	0.39714576323295636	0.3302284600439627	0.36861569300855523	0.3590098610617386	0.3661794078335533	0.37594578244314014	0.3850051551733441	0.35826006948034117	0.34661236589981803	0.34929331300115907	0.3461116003521845	0.3006690780800805	0.387097140018267	0.39908222125015924	0.39075252317658893	0.3665395949375582	0.38427754520244894	0.3780328609297805	0.33810432340968755	0.28773263674792726	0.0	0.33161077455671273	0.32878498007142526	0.33363928387171227	0.32256727374760696	0.34500489553813657	0.36242051513182183	0.35679214914410934	0.37448778376056807	0.36954386688404883	0.36819001728304424	0.36385217378281204	0.35165734785122205	0.3319858601614869	0.3556178009384514	0.36952177302319444	0.35477536468346266
F14H1B	0.355422199228014	0.3464563942372739	0.35637014328385214	0.37178932630138933	0.36930013588485855	0.36940749733418715	0.36026001828943466	0.285574427667557	0.3561826715954374	0.3471592923343316	0.4271639816985242	0.4263162595182191	0.4086921745279105	0.39215746516525923	0.3252401619762656	0.36362739494085816	0.3540215629940415	0.3611911097658562	0.37095748437544307	0.38001685710564703	0.3532717714126441	0.34162406783212096	0.34430501493346194	0.3411233022844874	0.2956807800123834	0.38210884195056993	0.3940939231824621	0.38576422510889186	0.3615512968698611	0.3792892471347519	0.37304456286208343	0.3331160253419904	0.3385966655480409	0.33161077455671273	0.0	0.27434673913425456	0.31006118800606697	0.2989891778819617	0.34001659747043944	0.35743221706412476	0.3518038510764122	0.36949948569287094	0.3645555688163517	0.3632017192153471	0.3588638757151149	0.346669049783525	0.32699756209378983	0.3506295028707543	0.36453347495549737	0.3497870666157656
S18H1	0.3525964047427265	0.3436305997519865	0.35354434879856467	0.36896353181610186	0.36647434139957114	0.3665817028488997	0.3574342238041472	0.2827486331822695	0.35335687711014996	0.3443334978490442	0.4243381872132368	0.42349046503293164	0.4058663800426231	0.38933167067997176	0.3224143674909782	0.36080160045557075	0.3511957685087541	0.3583653152805688	0.36813168989015566	0.3771910626203596	0.3504459769273567	0.3387982733468335	0.34147922044817447	0.3382975077992	0.29285498552709593	0.3792830474652825	0.39126812869717464	0.3829384306236044	0.3587255023845737	0.37646345264946446	0.37021876837679596	0.33029023085670295	0.3357708710627535	0.32878498007142526	0.27434673913425456	0.0	0.30723539352077955	0.29616338339667425	0.337190802985152	0.3546064225788373	0.3489780565911248	0.36667369120758353	0.36172977433106424	0.36037592473005964	0.3560380812298275	0.3438432552982375	0.32417176760850236	0.3478037083854668	0.3617076804702099	0.3469612721304781
F6H1	0.35745070854301353	0.34848490355227346	0.35839865259885173	0.3738178356163889	0.3713286451998581	0.37143600664918675	0.3622885276044342	0.28760293698255657	0.35821118091043697	0.3491878016493312	0.42919249101352375	0.4283447688332187	0.41072068384291005	0.3941859744802588	0.3272686712912652	0.3656559042558577	0.35605007230904107	0.36321961908085576	0.3729859936904426	0.38204536642064657	0.35530028072764364	0.3436525771471205	0.34633352424846153	0.343151811599487	0.29770928932738294	0.38413735126556947	0.3961224324974617	0.3877927344238914	0.3635798061848607	0.3813177564497514	0.37507307217708297	0.33514453465699	0.34062517486304045	0.33363928387171227	0.31006118800606697	0.30723539352077955	0.0	0.2600409522473769	0.34204510678543903	0.3594607263791243	0.3538323603914118	0.37152799500787054	0.3665840781313513	0.3652302285303467	0.3608923850301145	0.3486975590985245	0.32902607140878937	0.3526580121857539	0.3665619842704969	0.3518155759307651
530177	0.3463786984189083	0.3374128934281682	0.3473266424747464	0.3627458254922836	0.36025663507575284	0.36036399652508144	0.3512165174803289	0.27653092685845126	0.3471391707863317	0.338115791525226	0.4181204808894185	0.4172727587091134	0.3996486737188048	0.3831139643561535	0.31619666116715994	0.35458389413175245	0.3449780621849358	0.3521476089567505	0.36191398356633736	0.3709733562965413	0.3442282706035384	0.3325805670230152	0.33526151412435623	0.33207980147538174	0.2866372792032777	0.3730653411414642	0.3850504223733564	0.3767207242997861	0.35250779606075544	0.37024574632564616	0.36400106205297766	0.3240725245328847	0.3295531647389352	0.32256727374760696	0.2989891778819617	0.29616338339667425	0.2600409522473769	0.0	0.3309730966613338	0.348388716255019	0.34276035026730656	0.3604559848837653	0.355512068007246	0.3541582184062414	0.34982037490600926	0.3376255489744192	0.31795406128468406	0.3415860020616486	0.3554899741463916	0.3407435658066599
31300	0.3302679850255112	0.3213021800347712	0.33121592908134934	0.34663511209888653	0.3441459216823558	0.35380260127847674	0.3446551222337242	0.26996953161184656	0.34057777553972696	0.3315543962786212	0.4115590856428138	0.4107113634625087	0.39308727847220004	0.3765525691095488	0.3096352659205552	0.3480224988851477	0.33841666693833106	0.34558621371014575	0.3553525883197326	0.36441196104993656	0.3376668753569336	0.3388217851589304	0.3415027322602714	0.3383210196112969	0.2928784973391929	0.37930655927737944	0.39129164050927157	0.3829619424357013	0.3587490141966706	0.3764869644615614	0.3702422801888929	0.33031374266879987	0.3519907865294648	0.34500489553813657	0.34001659747043944	0.337190802985152	0.34204510678543903	0.3309730966613338	0.0	0.13578006007943014	0.13015169409171765	0.14784732870817638	0.3169746018216115	0.3156207522206069	0.32213377920195885	0.30993895327036886	0.2902674655806337	0.31389940635759817	0.32780337844234125	0.3246328524132628
F23HpA	0.34768360461919645	0.3387177996284564	0.34863154867503465	0.36405073169257185	0.361561541276041	0.37121822087216194	0.36207074182740945	0.2873851512055318	0.3579933951334122	0.34897001587230647	0.42897470523649905	0.42812698305619395	0.41050289806588536	0.393968188703234	0.32705088551424044	0.365438118478833	0.3558322865320164	0.36300183330383107	0.3727682079134179	0.3818275806436219	0.35508249495061894	0.35623740475261567	0.3589183518539567	0.35573663920498216	0.3102941169328781	0.39672217887106465	0.4087072601029569	0.40037756202938657	0.37616463379035586	0.3939025840552466	0.38765789978257814	0.3477293622624852	0.36940640612315	0.36242051513182183	0.35743221706412476	0.3546064225788373	0.3594607263791243	0.348388716255019	0.13578006007943014	0.0	0.10173129843525537	0.1194269330517141	0.33439022141529684	0.33303637181429224	0.3395493987956441	0.3273545728640541	0.30768308517431897	0.3313150259512835	0.3452189980360265	0.34204847200694805
S23Hp	0.34205523863148396	0.33308943364074395	0.3430031826873221	0.3584223657048593	0.3559331752883286	0.3655898548844495	0.35644237583969696	0.2817567852178193	0.3523650291456997	0.343341649884594	0.42334633924878656	0.42249861706848146	0.4048745320781728	0.3883398227155216	0.32142251952652795	0.35980975249112046	0.3502039205443038	0.3573734673161185	0.36713984192570537	0.37619921465590933	0.3494541289629064	0.3506090387649032	0.35328998586624416	0.35010827321726967	0.3046657509451657	0.3910938128833522	0.40307889411524433	0.3947491960416741	0.37053626780264337	0.38827421806753415	0.38202953379486565	0.34210099627477264	0.3637780401354376	0.35679214914410934	0.3518038510764122	0.3489780565911248	0.3538323603914118	0.34276035026730656	0.13015169409171765	0.10173129843525537	0.0	0.09300799177582349	0.3287618554275843	0.3274080058265797	0.3339210328079316	0.3217262068763416	0.3020547191866065	0.32568665996357093	0.339590632048314	0.33642010601923555
530368	0.3597508732479427	0.3507850682572027	0.36069881730378084	0.37611800032131804	0.3736288099047873	0.38328548950090824	0.3741380104561557	0.29945241983427806	0.37006066376215846	0.3610372845010527	0.4410419738652453	0.4401942516849402	0.42257016669463154	0.4060354573319803	0.3391181541429867	0.3775053871075792	0.36789955516076256	0.37506910193257725	0.3848354765421641	0.39389484927236806	0.36714976357936513	0.3683046733813619	0.3709856204827029	0.3678039078337284	0.3223613855616244	0.40878944749981094	0.42077452873170307	0.4124448306581328	0.3882319024191021	0.4059698526839929	0.3997251684113244	0.3597966308912314	0.3814736747518963	0.37448778376056807	0.36949948569287094	0.36667369120758353	0.37152799500787054	0.3604559848837653	0.14784732870817638	0.1194269330517141	0.09300799177582349	0.0	0.346457490044043	0.34510364044303843	0.35161666742439035	0.33942184149280036	0.3197503538030652	0.34338229458002967	0.35728626666477276	0.3541157406356943
S14Hp	0.35480695637142345	0.3458411513806834	0.3557549004272616	0.3711740834447988	0.368684893028268	0.37834157262438894	0.3691940935796364	0.29450850295775877	0.3651167468856392	0.3560933676245335	0.43609805698872606	0.4352503348084209	0.4176262498181123	0.401091540455461	0.33417423726646744	0.37256147023105995	0.3629556382842433	0.370125185056058	0.37989155966564486	0.3889509323958488	0.3622058467028459	0.3633607565048427	0.36604170360618365	0.3628599909572091	0.3174174686851051	0.40384553062329165	0.41583061185518383	0.40750091378161357	0.3832879855425828	0.4010259358074736	0.39478125153480514	0.35485271401471213	0.376529757875377	0.36954386688404883	0.3645555688163517	0.36172977433106424	0.3665840781313513	0.355512068007246	0.3169746018216115	0.33439022141529684	0.3287618554275843	0.346457490044043	0.0	0.30585861111469975	0.34667275054787106	0.3344779246162811	0.314806436926546	0.33843837770351043	0.3523423497882535	0.34917182375917505
31328	0.35345310677041886	0.3444873017796788	0.354401050826257	0.3698202338437942	0.3673310434272634	0.37698772302338435	0.3678402439786318	0.29315465335675417	0.3637628972846346	0.3547395180235289	0.43474420738772146	0.4338964852074163	0.4162724002171077	0.39973769085445643	0.33282038766546285	0.37120762063005536	0.3616017886832387	0.3687713354550534	0.37853771006464026	0.3875970827948442	0.3608519971018413	0.3620069069038381	0.36468785400517906	0.3615061413562045	0.3160636190841005	0.40249168102228705	0.41447676225417923	0.406147064180609	0.3819341359415782	0.399672086206469	0.39342740193380055	0.35349886441370754	0.3751759082743724	0.36819001728304424	0.3632017192153471	0.36037592473005964	0.3652302285303467	0.3541582184062414	0.3156207522206069	0.33303637181429224	0.3274080058265797	0.34510364044303843	0.30585861111469975	0.0	0.34531890094686646	0.3331240750152765	0.3134525873255414	0.33708452810250583	0.3509885001872489	0.34781797415817045
31600	0.34911526327018666	0.34014945827944665	0.3500632073260248	0.365482390343562	0.3629931999270313	0.3726498795231522	0.36350240047839966	0.288816809856522	0.3594250537844024	0.3504016745232967	0.43040636388748926	0.42955864170718416	0.4119345567168755	0.3953998473542243	0.32848254416523065	0.36686977712982316	0.3572639451830065	0.3644334919548212	0.37419986656440807	0.38325923929461203	0.3565141536016091	0.3576690634036059	0.36035001050494686	0.35716829785597237	0.3117257755838684	0.3981538375220549	0.41013891875394703	0.4018092206803768	0.37759629244134607	0.39533424270623685	0.38908955843356835	0.34916102091347534	0.3708380647741403	0.36385217378281204	0.3588638757151149	0.3560380812298275	0.3608923850301145	0.34982037490600926	0.32213377920195885	0.3395493987956441	0.3339210328079316	0.35161666742439035	0.34667275054787106	0.34531890094686646	0.0	0.27012401627332877	0.28346974255295976	0.30710168332992427	0.3210056554146673	0.34348013065793825
530167	0.33692043733859667	0.3279546323478566	0.33786838139443487	0.35328756441197207	0.3507983739954412	0.36045505359156216	0.35130757454680966	0.27662198392493204	0.34723022785281243	0.3382068485917067	0.41821153795589927	0.41736381577559417	0.3997397307852856	0.38320502142263424	0.31628771823364066	0.3546749511982332	0.3450691192514166	0.3522386660232313	0.36200504063281813	0.3710644133630221	0.34431932767001916	0.3454742374720159	0.3481551845733569	0.3449734719243824	0.29953094965227833	0.38595901159046486	0.3979440928223571	0.3896143947487868	0.3654014665097561	0.3831394167746468	0.37689473250197836	0.3369661949818854	0.3586432388425502	0.35165734785122205	0.346669049783525	0.3438432552982375	0.3486975590985245	0.3376255489744192	0.30993895327036886	0.3273545728640541	0.3217262068763416	0.33942184149280036	0.3344779246162811	0.3331240750152765	0.27012401627332877	0.0	0.27127491662136977	0.2949068573983342	0.3088108294830773	0.33128530472634826
S26Hp	0.3172489496488615	0.30828314465812146	0.3181968937046997	0.3336160767222369	0.3311268863057061	0.340783565901827	0.3316360868570745	0.2569504962351969	0.3275587401630773	0.31853536090197154	0.3985400502661641	0.397692328085859	0.38006824309555043	0.3635335337328991	0.2966162305439055	0.3350034635084981	0.32539763156168144	0.33256717833349614	0.342333552943083	0.35139292567328695	0.324647839980284	0.32580274978228074	0.3284836968836218	0.32530198423464723	0.2798594619625432	0.3662875239007297	0.37827260513262195	0.36994290705905164	0.34572997882002093	0.36346792908491166	0.3572232448122432	0.31729470729215026	0.3389717511528151	0.3319858601614869	0.32699756209378983	0.32417176760850236	0.32902607140878937	0.31795406128468406	0.2902674655806337	0.30768308517431897	0.3020547191866065	0.3197503538030652	0.314806436926546	0.3134525873255414	0.28346974255295976	0.27127491662136977	0.0	0.24216028093942543	0.25606425302416846	0.3116138170366131
530444	0.34088089042582603	0.33191508543508597	0.3418288344816642	0.3572480174992014	0.3547588270826706	0.3644155066787915	0.355268027634039	0.28058243701216135	0.3511906809400418	0.34216730167893605	0.42217199104312864	0.4213242688628235	0.4037001838725149	0.3871654745098636	0.32024817132087	0.35863540428546253	0.3490295723386459	0.3561991191104606	0.36596549372004744	0.3750248664502514	0.34827978075724847	0.34943469055924525	0.35211563766058623	0.3489339250116117	0.3034914027395077	0.3899194646776942	0.4019045459095864	0.39357484783601615	0.3693619195969854	0.38709986986187617	0.3808551855892077	0.3409266480691147	0.3626036919297796	0.3556178009384514	0.3506295028707543	0.3478037083854668	0.3526580121857539	0.3415860020616486	0.31389940635759817	0.3313150259512835	0.32568665996357093	0.34338229458002967	0.33843837770351043	0.33708452810250583	0.30710168332992427	0.2949068573983342	0.24216028093942543	0.0	0.21114655443956817	0.3352457578135776
31452	0.35478486251056907	0.345819057519829	0.35573280656640727	0.37115198958394446	0.3686627991674136	0.37831947876353456	0.36917199971878206	0.29448640909690443	0.36509465302478483	0.3560712737636791	0.43607596312787167	0.43522824094756657	0.41760415595725797	0.40106944659460664	0.33415214340561306	0.3725393763702056	0.362933544423389	0.3701030911952037	0.37986946580479053	0.3889288385349945	0.36218375284199156	0.3633386626439883	0.3660196097453293	0.3628378970963548	0.31739537482425073	0.40382343676243726	0.4158085179943295	0.4074788199207592	0.3832658916817285	0.4010038419466192	0.39475915767395076	0.3548306201538578	0.3765076640145226	0.36952177302319444	0.36453347495549737	0.3617076804702099	0.3665619842704969	0.3554899741463916	0.32780337844234125	0.3452189980360265	0.339590632048314	0.35728626666477276	0.3523423497882535	0.3509885001872489	0.3210056554146673	0.3088108294830773	0.25606425302416846	0.21114655443956817	0.0	0.34914972989832066
S27H1	0.28906789556517004	0.32149760466509597	0.3314113537116742	0.3468305367292114	0.3443413463126806	0.3635730704238028	0.3544255913790503	0.27974000075717265	0.35034824468505305	0.3413248654239473	0.4213295547881399	0.4204818326078348	0.4028577476175262	0.3863230382548749	0.31940573506588127	0.35779296803047383	0.3481871360836572	0.3553566828554719	0.36512305746505874	0.3741824301952627	0.34743734450225977	0.3485922543042565	0.35127320140559753	0.348091488756623	0.302648966484519	0.38907702842270553	0.4010621096545977	0.3927324115810274	0.3685194833419967	0.38625743360688747	0.38001274933421897	0.340084211814126	0.3617612556747909	0.35477536468346266	0.3497870666157656	0.3469612721304781	0.3518155759307651	0.3407435658066599	0.3246328524132628	0.34204847200694805	0.33642010601923555	0.3541157406356943	0.34917182375917505	0.34781797415817045	0.34348013065793825	0.33128530472634826	0.3116138170366131	0.3352457578135776	0.34914972989832066	0.0
