	w28pp	f11pp	S15Hp	w10pp	w26pp	S29H1	w19pp	w24pp	f13pp	w13pp	w20pp	w8pp	w17pp	w14pp	w3pp	f7pp	f32pp	F14H1B	S3Hp	F3H1	S31Hp	f18pp	f16ppA	F14H1A	S22Hp	f30pp	f2pp	f23ppA	f1pp	f20ppA	S2Hp	f12ppA	f22ppB	f21pp	f4pp	f8pp	f12ppB	f10pp	f17ppB	F7H1	S21H1	530295	S13Hp	F22HpB	F6H1	S14Hp	f6ppB	w16pp	w9pp	f24pp	w23pp	f19pp	f22ppA	S27H1	w11pp
f23ppA	0.33975406873786895	0.3673905356063305	0.45593926156046294	0.3794963691469888	0.36962058799445013	0.36597332268842886	0.40720100519666513	0.31059612337325937	0.34021472833216093	0.32017951777351855	0.2986736467364041	0.29671295637351947	0.2671663832747317	0.228075350572079	0.16976295564804228	0.10172381107244616	0.08218594856952013	0.14232161059541332	0.15544627770878772	0.15958622231250408	0.1036633168677751	0.04450423380807858	0.05155138332202914	0.13670446723872784	0.13109465727605124	0.03244544997322432	0.02466756280664883	0.0	0.0306487044045491	0.03328446359325997	0.10845578966616415	0.07804948952735294	0.06307591339417079	0.06989446338055405	0.05051322446746504	0.04781228233895768	0.07494641803064342	0.05874399316799685	0.15509641748594133	0.4167322206124653	0.6488800903712146	0.40976913011113925	0.4436113452111381	0.4759516874322317	0.49145250780771776	0.4917197796953504	0.19808544463376743	0.33556509047731026	0.27729937480964645	0.3128599059483545	0.39632749484705765	0.3961232701468719	0.44727651535502966	0.4570344571938154	0.3484177189984038
f1pp	0.3091073643343199	0.33674383120278145	0.4252925571569139	0.34884966474343976	0.3389738835909011	0.3353266182848798	0.3765543007931161	0.2799494189697103	0.3095680239286119	0.2895328133699695	0.26802694233285507	0.26606625196997036	0.23651967887118266	0.19742864616852998	0.13911625124449328	0.07107710666889712	0.051539244165971096	0.11167490619186428	0.12479957330523866	0.12893951790895503	0.07301661246422606	0.01385752940452954	0.020904678918480094	0.1060577628351788	0.10044795287250222	0.011787659625247382	0.008502835769749762	0.0306487044045491	0.0	0.0026377591897109197	0.0778090852626151	0.04740278512380389	0.03242920899062175	0.039247758977005005	0.019866520063915996	0.01716557793540863	0.04429971362709438	0.028097288764447805	0.1244497130823923	0.3860855162089163	0.6182333859676656	0.3791224257075902	0.41296464080758905	0.44530498302868265	0.46080580340416877	0.4610730752918014	0.1674387402302184	0.3049183860737612	0.2466526704060974	0.28221320154480545	0.36568079044350865	0.36547656574332277	0.4166298109514806	0.4263877527902664	0.31777101459485474
f20ppA	0.30647160514560906	0.3341080720140706	0.42265679796820305	0.3462139055547289	0.33633812440219024	0.33269085909616897	0.37391854160440524	0.2773136597809995	0.30693226473990104	0.28689705418125866	0.2653911831441442	0.2634304927812595	0.23388391968247182	0.19479288697981914	0.13648049205578242	0.06844134748018627	0.048903484977260235	0.10903914700315342	0.1221638141165278	0.12630375872024416	0.07038085327551519	0.011221770215818678	0.018268919729769233	0.10342200364646793	0.09781219368379135	0.014423418813958243	0.011138594958460623	0.03328446359325997	0.0026377591897109197	0.0	0.07517332607390423	0.044767025935093026	0.02979344980191089	0.036611999788294144	0.017230760875205135	0.01452981874669777	0.04166395443838352	0.025461529575736944	0.12181395389368144	0.38344975702020545	0.6155976267789548	0.37648666651887935	0.4103288816188782	0.4426692238399718	0.45817004421545793	0.4584373161030906	0.16480298104150756	0.30228262688505037	0.24401691121738656	0.2795774423560946	0.3630450312547978	0.3628408065546119	0.41399405176276977	0.4237519936015556	0.3151352554061439
S2Hp	0.3673344073750251	0.39497087424348665	0.4835196001976191	0.40707670778414495	0.3972009266316063	0.393553661325585	0.4347813438338213	0.3381764620104155	0.3677950669693171	0.3477598564106747	0.32625398537356026	0.3242932950106756	0.2947467219118879	0.2556556892092352	0.19734329428519848	0.12930414970960236	0.10976628720667633	0.16990194923256952	0.18302661634594392	0.18716656094966028	0.13124365550493128	0.08402975365782822	0.09107690317177877	0.17622998708847748	0.17062017712580088	0.08959474488686242	0.0863099210313648	0.10845578966616415	0.0778090852626151	0.07517332607390423	0.0	0.09148647845397982	0.07651290232079769	0.08333145230718093	0.07809356310462122	0.07539262097611386	0.10252675666779962	0.08632433180515303	0.18267675612309753	0.4443125592496215	0.6764604290083709	0.4373494687482954	0.47119168384829424	0.5035320260693879	0.519032846444874	0.5193001183325067	0.22566578327092363	0.3631454291144664	0.3048797134468026	0.34044024458551064	0.4239078334842138	0.423703608784028	0.4748568539921858	0.48461479583097156	0.37599805763555993
f12ppA	0.3369281072362139	0.36456457410467547	0.4531133000588079	0.37667040764533377	0.3667946264927951	0.3631473611867738	0.4043750436950101	0.30777016187160433	0.3373887668305059	0.3173535562718635	0.2958476852347491	0.2938869948718644	0.2643404217730767	0.225249389070424	0.1669369941463873	0.09889784957079113	0.07935998706786511	0.13949564909375828	0.15262031620713268	0.15676026081084904	0.10083735536612007	0.053623453519017004	0.06067060303296756	0.14582368694966624	0.14021387698698967	0.05918844474805121	0.05590362089255359	0.07804948952735294	0.04740278512380389	0.044767025935093026	0.09148647845397982	0.0	0.04353544694633506	0.05035399693271831	0.04768726296581001	0.04498632083730265	0.0721204565289884	0.05591803166634182	0.15227045598428632	0.41390625911081025	0.6460541288695596	0.4069431686094842	0.44078538370948306	0.47312572593057667	0.4886265463060628	0.48889381819369543	0.19525948313211242	0.3327391289756552	0.2744734133079914	0.31003394444669946	0.3935015333454026	0.39329730864521684	0.4444505538533746	0.4542084956921604	0.34559175749674875
f22ppB	0.3219545311030318	0.34959099797149334	0.4381397239256258	0.36169683151215165	0.351821050359613	0.3481737850535917	0.389401467561828	0.2927965857384222	0.3224151906973238	0.3023799801386814	0.28087410910156696	0.27891341873868225	0.24936684563989456	0.21027581293724187	0.15196341801320518	0.08392427343760901	0.06438641093468297	0.12452207296057616	0.13764674007395056	0.14178668467766692	0.08586377923293793	0.03864987738583487	0.04569702689978543	0.13085011081648412	0.12524030085380755	0.04421486861486908	0.04093004475937145	0.06307591339417079	0.03242920899062175	0.02979344980191089	0.07651290232079769	0.04353544694633506	0.0	0.027861919114930432	0.032713686832627875	0.030012744704120513	0.05714688039580626	0.04094445553315969	0.1372968798511042	0.3989326829776282	0.6310805527363775	0.3919695924763021	0.42581180757630094	0.45815214979739455	0.47365297017288066	0.4739202420605133	0.1802859069989303	0.3177655528424731	0.2594998371748093	0.29506036831351734	0.37852795721222054	0.37832373251203466	0.4294769777201925	0.4392349195589783	0.33061818136356663
f21pp	0.32877308108941505	0.3564095479578766	0.44495827391200904	0.3685153814985349	0.35863960034599623	0.35499233503997496	0.39622001754821123	0.29961513572480547	0.32923374068370703	0.30919853012506465	0.2876926590879502	0.28573196872506557	0.25618539562627785	0.21709436292362513	0.1587819679995884	0.09074282342399226	0.07120496092106623	0.13134062294695942	0.1444652900603338	0.14860523466405015	0.09268232921932118	0.04546842737221812	0.052515576886168674	0.13766866080286738	0.13205885084019078	0.05103341860125232	0.047748594745754706	0.06989446338055405	0.039247758977005005	0.036611999788294144	0.08333145230718093	0.05035399693271831	0.027861919114930432	0.0	0.03953223681901113	0.036831294690503766	0.06396543038218952	0.047763005519542934	0.14411542983748743	0.4057512329640114	0.6378991027227607	0.39878814246268535	0.4326303575626842	0.4649706997837778	0.4804715201592639	0.48073879204689657	0.18710445698531356	0.32458410282885636	0.26631838716119255	0.3018789182999006	0.38534650719860375	0.385142282498418	0.43629552770657576	0.4460534695453615	0.3374367313499499
f4pp	0.303721659222867	0.33135812609132853	0.41990685204546097	0.34346395963198684	0.33358817847944816	0.3299409131734269	0.37116859568166316	0.2745637138582574	0.30418231881715896	0.2841471082585166	0.26264123722140215	0.2606805468585175	0.23113397375972974	0.19204294105707706	0.13373054613304033	0.06569140155744417	0.04615353905451815	0.10628920108041133	0.11941386819378572	0.12355381279750208	0.0676309073527731	0.026087188459129117	0.03313433797307967	0.11828742188977837	0.11267761192710178	0.03165217968816332	0.0283673558326657	0.05051322446746504	0.019866520063915996	0.017230760875205135	0.07809356310462122	0.04768726296581001	0.032713686832627875	0.03953223681901113	0.0	0.006993245468247155	0.03891400851564143	0.022711583652994857	0.11906400797093936	0.3806998110974633	0.6128476808562127	0.3737367205961373	0.4075789356961361	0.43991927791722973	0.45542009829271585	0.4556873701803485	0.16205303511876548	0.2995326809623083	0.24126696529464448	0.2768274964333525	0.3602950853320557	0.3600908606318699	0.4112441058400277	0.42100204767881344	0.3123853094834018
f8pp	0.3010207170943596	0.3286571839628212	0.4172059099169536	0.3407630175034795	0.3308872363509408	0.32723997104491953	0.3684676535531558	0.27186277172975004	0.30148137668865155	0.28144616613000917	0.2599402950928948	0.25797960473001014	0.2284330316312224	0.1893419989285697	0.13102960400453298	0.06299045942893682	0.043452596926010785	0.10358825895190396	0.11671292606527836	0.12085287066899472	0.06492996522426574	0.02338624633062175	0.030433395844572306	0.11558647976127101	0.10997666979859443	0.028951237559655955	0.025666413704158335	0.04781228233895768	0.01716557793540863	0.01452981874669777	0.07539262097611386	0.04498632083730265	0.030012744704120513	0.036831294690503766	0.006993245468247155	0.0	0.03621306638713406	0.02001064152448749	0.116363065842432	0.37799886896895596	0.6101467387277053	0.3710357784676299	0.40487799356762877	0.4372183357887224	0.4527191561642085	0.45298642805184114	0.15935209299025813	0.29683173883380093	0.23856602316613712	0.27412655430484517	0.3575941432035483	0.35738991850336255	0.40854316371152033	0.4183011055503061	0.30968436735489446
f12ppB	0.31695179912793	0.34458826599639153	0.43313699195052396	0.35669409953704984	0.34681831838451116	0.3431710530784899	0.38439873558672616	0.2877938537633204	0.31741245872222196	0.2973772481635796	0.27587137712646514	0.27391068676358044	0.24436411366479274	0.20527308096214006	0.14696068603810333	0.07892154146250717	0.059383678959581146	0.11951934098547433	0.13264400809884871	0.13678395270256508	0.0808610472578361	0.050520382022307506	0.05756753153625806	0.14272061545295675	0.13711080549028018	0.056085373251341705	0.05280054939584408	0.07494641803064342	0.04429971362709438	0.04166395443838352	0.10252675666779962	0.0721204565289884	0.05714688039580626	0.06396543038218952	0.03891400851564143	0.03621306638713406	0.0	0.02612831816519082	0.13229414787600235	0.39392995100252637	0.6260778207612757	0.38696686050120027	0.4208090756011991	0.45314941782229273	0.46865023819777885	0.4689175100854115	0.17528317502382848	0.3127628208673713	0.2544971051997075	0.2900576363384155	0.37352522523711873	0.37332100053693285	0.4244742457450907	0.4342321875838765	0.3256154493884648
f10pp	0.30074937426528336	0.3283858411337449	0.41693456708787735	0.3404916746744032	0.33061589352186455	0.32696862821584327	0.36819631072407955	0.2715914289006738	0.3012100338595753	0.2811748233009329	0.25966895226381853	0.2577082619009339	0.22816168880214613	0.18907065609949344	0.13075826117545675	0.0627191165998606	0.043181254096934574	0.10331691612282776	0.11644158323620214	0.1205815278399185	0.06465862239518952	0.034317957159660926	0.041365106673611485	0.1265181905903102	0.1209083806276336	0.03988294838869513	0.03659812453319751	0.05874399316799685	0.028097288764447805	0.025461529575736944	0.08632433180515303	0.05591803166634182	0.04094445553315969	0.047763005519542934	0.022711583652994857	0.02001064152448749	0.02612831816519082	0.0	0.11609172301335577	0.3777275261398797	0.6098753958986292	0.37076443563855366	0.4046066507385525	0.4369469929596461	0.45244781333513223	0.4527150852227649	0.15908075016118187	0.29656039600472467	0.23829468033706086	0.2738552114757689	0.35732280037447206	0.3571185756742863	0.40827182088244407	0.4180297627212298	0.3094130245258182
f17ppB	0.2740809648278766	0.3017174316963382	0.39026615765047057	0.3138232652369965	0.3039474840844578	0.30030021877843655	0.34152790128667276	0.24492301946326706	0.27454162442216856	0.2545064138635262	0.23300054282641178	0.2310398524635271	0.20149327936473937	0.1624022466620867	0.10408985173805	0.10571986025710847	0.11083730300798322	0.1709729650338764	0.1840976321472508	0.18823757675096717	0.1404512229112637	0.13067038147760543	0.13771753099155598	0.22287061490825466	0.2172608049455781	0.13623537270663963	0.13295054885114202	0.15509641748594133	0.1244497130823923	0.12181395389368144	0.18267675612309753	0.15227045598428632	0.1372968798511042	0.14411542983748743	0.11906400797093936	0.116363065842432	0.13229414787600235	0.11609172301335577	0.0	0.351059116702473	0.5832069864612224	0.34409602620114693	0.3779382413011458	0.4102785835222394	0.4257794038977255	0.42604667578535815	0.1324123407237751	0.2698919865673179	0.21162627089965408	0.24718680203836216	0.3306543909370654	0.3304501662368795	0.38160341144503734	0.39136135328382315	0.2827446150884115
F7H1	0.3898890599975443	0.41752552686600586	0.5060742528201383	0.42963136040666416	0.4197555792541255	0.4161083139481042	0.4573359964563405	0.3607311146329347	0.3903497195918363	0.3703145090331939	0.3488086379960795	0.3468479476331948	0.3173013745344071	0.2782103418317544	0.3349776136394026	0.36735566338363246	0.37247310613450724	0.4326087681604004	0.44573343527377474	0.4498733798774911	0.4020870260377877	0.39230618460412936	0.39935333411807994	0.48450641803477856	0.47889660807210205	0.39787117583316356	0.394586351977666	0.4167322206124653	0.3860855162089163	0.38344975702020545	0.4443125592496215	0.41390625911081025	0.3989326829776282	0.4057512329640114	0.3806998110974633	0.37799886896895596	0.39392995100252637	0.3777275261398797	0.351059116702473	0.0	0.576569066709553	0.3881651493406354	0.4220073644406343	0.45434770666172786	0.469848527037214	0.4701157989248467	0.24822043589344284	0.3857000817369856	0.3274343660693218	0.36299489720802985	0.446462486106733	0.44625826140654723	0.497411506614705	0.5071694484534908	0.39855271025807915
S21H1	0.6220369297562935	0.6496733966247552	0.7382221225788876	0.6617792301654135	0.6519034490128748	0.6482561837068536	0.6894838662150897	0.5928789843916841	0.6224975893505855	0.6024623787919432	0.5809565077548288	0.5789958173919442	0.5494492442931564	0.5103582115905038	0.5671254833981519	0.5995035331423818	0.6046209758932566	0.6647566379191497	0.6778813050325241	0.6820212496362406	0.634234895796537	0.6244540543628787	0.6315012038768293	0.716654287793528	0.7110444778308515	0.630019045591913	0.6267342217364154	0.6488800903712146	0.6182333859676656	0.6155976267789548	0.6764604290083709	0.6460541288695596	0.6310805527363775	0.6378991027227607	0.6128476808562127	0.6101467387277053	0.6260778207612757	0.6098753958986292	0.5832069864612224	0.576569066709553	0.0	0.6203130190993849	0.6541552341993837	0.6864955764204772	0.7019963967959634	0.702263668683596	0.4803683056521922	0.617847951495735	0.5595822358280712	0.5951427669667793	0.6786103558654824	0.6784061311652966	0.7295593763734544	0.7393173182122401	0.6307005800168285
530295	0.3829259694962182	0.41056243636467976	0.4991111623188122	0.42266826990533807	0.4127924887527994	0.4091452234467781	0.4503729059550144	0.3537680241316086	0.3833866290905102	0.3633514185318678	0.3418455474947534	0.33988485713186867	0.310338284033081	0.2712472513304283	0.32801452313807655	0.36039257288230636	0.36551001563318114	0.4256456776590743	0.4387703447724487	0.44291028937616506	0.3951239355364616	0.3853430941028033	0.3923902436167539	0.4775433275334525	0.47193351757077595	0.3909080853318375	0.3876232614763399	0.40976913011113925	0.3791224257075902	0.37648666651887935	0.4373494687482954	0.4069431686094842	0.3919695924763021	0.39878814246268535	0.3737367205961373	0.3710357784676299	0.38696686050120027	0.37076443563855366	0.34409602620114693	0.3881651493406354	0.6203130190993849	0.0	0.3548342792380731	0.38717462145916665	0.40267544183465276	0.4029427137222854	0.24125734539211677	0.3787369912356595	0.3204712755679957	0.35603180670670376	0.43949939560540696	0.4392951709052211	0.4904484161133789	0.5002063579521647	0.39158961975675305
S13Hp	0.41676818459621706	0.4444046514646786	0.5329533774188111	0.4565104850053369	0.44663470385279824	0.44298743854677697	0.48421512105501324	0.3876102392316075	0.41722884419050904	0.39719363363186666	0.37568776259475223	0.3737270722318675	0.34418049913307985	0.30508946643042717	0.3618567382380754	0.3942347879823052	0.39935223073318	0.45948789275907315	0.47261255987244755	0.4767525044761639	0.42896615063646043	0.41918530920280217	0.42623245871675275	0.5113855426334514	0.5057757326707748	0.42475030043183637	0.42146547657633876	0.4436113452111381	0.41296464080758905	0.4103288816188782	0.47119168384829424	0.44078538370948306	0.42581180757630094	0.4326303575626842	0.4075789356961361	0.40487799356762877	0.4208090756011991	0.4046066507385525	0.3779382413011458	0.4220073644406343	0.6541552341993837	0.3548342792380731	0.0	0.38244048923836016	0.3979413096138463	0.3982085815014789	0.2750995604921156	0.41257920633565837	0.35431349066799456	0.3898740218067026	0.4733416107054058	0.47313738600521993	0.5242906312133777	0.5340485730521636	0.4254318348567519
F22HpB	0.44910852681731067	0.4767449936857722	0.5652937196399046	0.48885082722643053	0.47897504607389185	0.4753277807678706	0.5165554632761068	0.4199505814527011	0.44956918641160265	0.42953397585296027	0.40802810481584584	0.40606741445296113	0.37652084135417346	0.3374298086515208	0.394197080459169	0.4265751302033988	0.4316925729542736	0.49182823498016676	0.5049529020935412	0.5090928466972575	0.46130649285755404	0.4515256514238958	0.45857280093784636	0.543725884854545	0.5381160748918684	0.45709064265293	0.45380581879743237	0.4759516874322317	0.44530498302868265	0.4426692238399718	0.5035320260693879	0.47312572593057667	0.45815214979739455	0.4649706997837778	0.43991927791722973	0.4372183357887224	0.45314941782229273	0.4369469929596461	0.4102785835222394	0.45434770666172786	0.6864955764204772	0.38717462145916665	0.38244048923836016	0.0	0.38523378427232335	0.385501056159956	0.3074399027132092	0.444919548556752	0.38665383288908817	0.4222143640277962	0.5056819529264994	0.5054777282263135	0.5566309734344714	0.5663889152732572	0.4577721770778455
F6H1	0.4646093471927968	0.49224581406125834	0.5807945400153908	0.5043516476019166	0.49447586644937797	0.4908286011433567	0.532056283651593	0.4354514018281872	0.46507000678708876	0.4450347962284464	0.42352892519133195	0.4215682348284473	0.3920216617296596	0.3529306290270069	0.4096979008346551	0.44207595057888494	0.4471933933297597	0.5073290553556529	0.5204537224690273	0.5245936670727436	0.47680731323304015	0.4670264717993819	0.47407362131333247	0.559226705230031	0.5536168952673546	0.4725914630284161	0.4693066391729185	0.49145250780771776	0.46080580340416877	0.45817004421545793	0.519032846444874	0.4886265463060628	0.47365297017288066	0.4804715201592639	0.45542009829271585	0.4527191561642085	0.46865023819777885	0.45244781333513223	0.4257794038977255	0.469848527037214	0.7019963967959634	0.40267544183465276	0.3979413096138463	0.38523378427232335	0.0	0.32320958725306986	0.3229407230886953	0.4604203689322381	0.4021546532645743	0.43771518440328233	0.5211827733019855	0.5209785486017997	0.5721317938099575	0.5818897356487432	0.4732729974533316
S14Hp	0.46487661908042943	0.492513085948891	0.5810618119030234	0.5046189194895493	0.4947431383370106	0.49109587303098934	0.5323235555392256	0.43571867371581985	0.4653372786747214	0.44530206811607903	0.4237961970789646	0.42183550671607994	0.3922889336172922	0.35319790091463954	0.4099651727222878	0.4423432224665176	0.44746066521739236	0.5075963272432855	0.52072099435666	0.5248609389603762	0.4770745851206728	0.46729374368701454	0.4743408932009651	0.5594939771176637	0.5538841671549872	0.47285873491604874	0.46957391106055113	0.4917197796953504	0.4610730752918014	0.4584373161030906	0.5193001183325067	0.48889381819369543	0.4739202420605133	0.48073879204689657	0.4556873701803485	0.45298642805184114	0.4689175100854115	0.4527150852227649	0.42604667578535815	0.4701157989248467	0.702263668683596	0.4029427137222854	0.3982085815014789	0.385501056159956	0.32320958725306986	0.0	0.32320799497632796	0.46068764081987074	0.4024219251522069	0.437982456290915	0.5214500451896181	0.5212458204894324	0.5723990656975901	0.5821570075363759	0.47354026934096427
f6ppB	0.14797951067739468	0.17561597754585623	0.26416470349998866	0.18772181108651453	0.17784602993397586	0.17419876462795458	0.21542644713619086	0.11882156531278512	0.14844017027168663	0.12840495971304425	0.10689908867592984	0.10493839831304518	0.07539182521425744	0.03630079251160477	0.11633083766070475	0.14870888740493457	0.15382633015580935	0.2139619921817025	0.2270866592950769	0.23122660389879326	0.1834402500590898	0.17365940862543153	0.1807065581393821	0.2658596420560807	0.26024983209340413	0.17922439985446573	0.17593957599896812	0.19808544463376743	0.1674387402302184	0.16480298104150756	0.22566578327092363	0.19525948313211242	0.1802859069989303	0.18710445698531356	0.16205303511876548	0.15935209299025813	0.17528317502382848	0.15908075016118187	0.1324123407237751	0.24822043589344284	0.4803683056521922	0.24125734539211677	0.2750995604921156	0.3074399027132092	0.3229407230886953	0.32320799497632796	0.0	0.14379053241683598	0.08552481674917217	0.12108534788788024	0.2045529367865834	0.20434871208639757	0.2555019572945554	0.26525989913334114	0.1566431609379295
w16pp	0.15672252693184888	0.18435899380031046	0.27290771975444283	0.19646482734096876	0.18658904618843006	0.1829417808824088	0.22416946339064503	0.12756458156723932	0.15718318652614083	0.13714797596749845	0.11564210493038404	0.11368141456749938	0.14222278279037828	0.14573130825861963	0.2538104835042475	0.2861885332484774	0.29130597599935215	0.3514416380252453	0.3645663051386197	0.36870624974233607	0.3209198959026326	0.31113905446897433	0.3181862039829249	0.4033392878996235	0.3977294779369469	0.31670404569800853	0.3134192218425109	0.33556509047731026	0.3049183860737612	0.30228262688505037	0.3631454291144664	0.3327391289756552	0.3177655528424731	0.32458410282885636	0.2995326809623083	0.29683173883380093	0.3127628208673713	0.29656039600472467	0.2698919865673179	0.3857000817369856	0.617847951495735	0.3787369912356595	0.41257920633565837	0.444919548556752	0.4604203689322381	0.46068764081987074	0.14379053241683598	0.0	0.07799689563062676	0.12982836414233442	0.2132959530410376	0.21309172834085177	0.26424497354900955	0.27400291538779536	0.1653861771923837
w9pp	0.09845681126418508	0.12609327813264665	0.21464200408677908	0.13819911167330495	0.12832333052076628	0.124676065214745	0.16590374772298125	0.06929886589957553	0.09891747085847702	0.07888226029983464	0.05737638926272024	0.055415698899835567	0.08395706712271447	0.08746559259095583	0.1955447678365837	0.22792281758081356	0.23304026033168834	0.2931759223575815	0.3063005894709559	0.31044053407467226	0.2626541802349688	0.2528733388013105	0.2599204883152611	0.34507357223195967	0.3394637622692831	0.2584383300303447	0.2551535061748471	0.27729937480964645	0.2466526704060974	0.24401691121738656	0.3048797134468026	0.2744734133079914	0.2594998371748093	0.26631838716119255	0.24126696529464448	0.23856602316613712	0.2544971051997075	0.23829468033706086	0.21162627089965408	0.3274343660693218	0.5595822358280712	0.3204712755679957	0.35431349066799456	0.38665383288908817	0.4021546532645743	0.4024219251522069	0.08552481674917217	0.07799689563062676	0.0	0.07156264847467064	0.1550302373733738	0.15482601267318796	0.2059792578813458	0.21573719972013156	0.1071204615247199
f24pp	0.05228928779802296	0.07992575466648452	0.16847448062061693	0.09203158820714283	0.08215580705460414	0.07850854174858288	0.11973622425681912	0.023131342433413398	0.07764778916309263	0.05761257860445025	0.036106707567335854	0.058004607811767125	0.11951759826142254	0.1230261237296639	0.23110529897529178	0.2634833487195216	0.2686007914703964	0.32873645349628955	0.34186112060966395	0.3460010652133803	0.29821471137367683	0.2884338699400186	0.29548101945396915	0.3806341033706677	0.37502429340799115	0.29399886116905277	0.29071403731355516	0.3128599059483545	0.28221320154480545	0.2795774423560946	0.34044024458551064	0.31003394444669946	0.29506036831351734	0.3018789182999006	0.2768274964333525	0.27412655430484517	0.2900576363384155	0.2738552114757689	0.24718680203836216	0.36299489720802985	0.5951427669667793	0.35603180670670376	0.3898740218067026	0.4222143640277962	0.43771518440328233	0.437982456290915	0.12108534788788024	0.12982836414233442	0.07156264847467064	0.0	0.08895317055538497	0.08874894585519914	0.13990219106335694	0.14966013290214272	0.04104339470673106
w23pp	0.13575687669672612	0.1633933435651877	0.2519420695193201	0.175499177105846	0.1656233959533073	0.16197613064728605	0.20320381315552227	0.10659893133211656	0.1611153780617958	0.14108016750315344	0.11957429646603902	0.1414721967104703	0.2029851871601257	0.20649371262836708	0.31457288787399496	0.3469509376182248	0.3520683803690996	0.41220404239499275	0.4253287095083671	0.42946865411208346	0.38168230027238004	0.3719014588387217	0.3789486083526723	0.4641016922693709	0.45849188230669435	0.3774664500677559	0.37418162621225837	0.39632749484705765	0.36568079044350865	0.3630450312547978	0.4239078334842138	0.3935015333454026	0.37852795721222054	0.38534650719860375	0.3602950853320557	0.3575941432035483	0.37352522523711873	0.35732280037447206	0.3306543909370654	0.446462486106733	0.6786103558654824	0.43949939560540696	0.4733416107054058	0.5056819529264994	0.5211827733019855	0.5214500451896181	0.2045529367865834	0.2132959530410376	0.1550302373733738	0.08895317055538497	0.0	0.0761625250753856	0.17897866940217852	0.1887366112409643	0.10867390261473353
f19pp	0.1355526519965403	0.16318911886500187	0.2517378448191343	0.17529495240566018	0.16541917125312147	0.16177190594710023	0.20299958845533644	0.10639470663193074	0.16091115336160997	0.1408759428029676	0.1193700717658532	0.14126797201028446	0.20278096245993987	0.20628948792818125	0.3143686631738091	0.34674671291803894	0.3518641556689137	0.41199981769480687	0.4251244848081813	0.4292644294118977	0.38147807557219415	0.37169723413853595	0.3787443836524865	0.46389746756918504	0.45828765760650847	0.37726222536757015	0.3739774015120725	0.3961232701468719	0.36547656574332277	0.3628408065546119	0.423703608784028	0.39329730864521684	0.37832373251203466	0.385142282498418	0.3600908606318699	0.35738991850336255	0.37332100053693285	0.3571185756742863	0.3304501662368795	0.44625826140654723	0.6784061311652966	0.4392951709052211	0.47313738600521993	0.5054777282263135	0.5209785486017997	0.5212458204894324	0.20434871208639757	0.21309172834085177	0.15482601267318796	0.08874894585519914	0.0761625250753856	0.0	0.1787744447019927	0.18853238654077847	0.1084696779145477
f22ppA	0.1867058972046981	0.21434236407315965	0.3028910900272921	0.22644819761381796	0.21657241646127928	0.212925151155258	0.2541528336634943	0.15754795184008855	0.21206439856976778	0.1920291880111254	0.17052331697401102	0.1924212172184423	0.2539342076680977	0.25744273313633903	0.36552190838196696	0.3978999581261968	0.40301740087707155	0.4631530629029647	0.4762777300163391	0.48041767462005547	0.432631320780352	0.42285047934669373	0.4298976288606443	0.5150507127773429	0.5094409028146663	0.42841547057572793	0.4251306467202303	0.44727651535502966	0.4166298109514806	0.41399405176276977	0.4748568539921858	0.4444505538533746	0.4294769777201925	0.43629552770657576	0.4112441058400277	0.40854316371152033	0.4244742457450907	0.40827182088244407	0.38160341144503734	0.497411506614705	0.7295593763734544	0.4904484161133789	0.5242906312133777	0.5566309734344714	0.5721317938099575	0.5723990656975901	0.2555019572945554	0.26424497354900955	0.2059792578813458	0.13990219106335694	0.17897866940217852	0.1787744447019927	0.0	0.10424145300816567	0.1596229231227055
S27H1	0.19646383904348388	0.22410030591194546	0.31264903186607784	0.23620613945260377	0.22633035830006507	0.22268309299404382	0.26391077550228004	0.16730589367887433	0.22182234040855356	0.2017871298499112	0.18028125881279677	0.20217915905722805	0.26369214950688347	0.26720067497512484	0.3752798502207527	0.4076578999649826	0.41277534271585736	0.4729110047417505	0.48603567185512486	0.4901756164588412	0.4423892626191378	0.4326084211854795	0.43965557069943006	0.5248086546161287	0.5191988446534521	0.4381734124145137	0.43488858855901613	0.4570344571938154	0.4263877527902664	0.4237519936015556	0.48461479583097156	0.4542084956921604	0.4392349195589783	0.4460534695453615	0.42100204767881344	0.4183011055503061	0.4342321875838765	0.4180297627212298	0.39136135328382315	0.5071694484534908	0.7393173182122401	0.5002063579521647	0.5340485730521636	0.5663889152732572	0.5818897356487432	0.5821570075363759	0.26525989913334114	0.27400291538779536	0.21573719972013156	0.14966013290214272	0.1887366112409643	0.18853238654077847	0.10424145300816567	0.0	0.1693808649614913
