	w27pp	S7Hp	w10pp	F8H1	f6ppB	f25pp	f20ppA	f30pp	w17pp	w26pp	f11pp	f14ppA	f12ppB	w4pp	f7pp	f16ppA	w11pp	w13pp	f12ppA	w24pp	w8pp	w16pp	f8pp	f21pp	f23ppA	w3pp	w14pp	w28pp	f2pp	f18pp	f4pp	f14ppB	f23ppB	w31pp	w29pp	S1Hp	w1pp	w32pp	S12Hp	F22HpB	S28Hp	f29pp	w7pp	f22ppA	f22ppB	w15pp
f23ppB	0.5021674609432992	0.5140854405247727	0.54632441628952	0.5086377729693061	0.2453662952120059	0.27099718363230585	0.30077929059356795	0.41697317625559255	0.49913281798779346	0.4746717147923361	0.5369630805385895	0.5232517074616893	0.49200996196176006	0.5343270753673365	0.5448544459487653	0.5075420736010899	0.5925392641250055	0.6201191589526268	0.6341832551093182	0.5303648166206728	0.5307523664123824	0.5320650383231625	0.48688851063767014	0.557015756682969	0.49783105664310967	0.5099139982737299	0.3910014835344789	0.46843440095215905	0.4082496049253894	0.410890825877476	0.3805651400072545	0.2729484557201381	0.0	0.28191428050616285	0.25226152922343725	0.4012885690499338	0.4092870164951641	0.4557046192545806	0.3907006361981187	0.3850347545217109	0.3889937298043795	0.4274720884868533	0.33233806307540226	0.553683054127615	0.5826592355072225	0.5272518719592633
w31pp	0.39519727583089825	0.4071152554123717	0.439354231177119	0.4016675878569051	0.24746997951220565	0.3710192547023148	0.4008013616635769	0.5169952473256014	0.5991548890578025	0.5746937858623451	0.6369851516085985	0.6232737785316982	0.592032033031769	0.6343491464373454	0.6448765170187742	0.6075641446710989	0.6925613351950144	0.7201412300226357	0.7342053261793271	0.6303868876906817	0.6307744374823914	0.6320871093931715	0.5869105817076791	0.657037827752978	0.5978531277131185	0.6099360693437388	0.4910235546044878	0.568456472022168	0.5082716759953984	0.510912896947485	0.48058721107726343	0.37297052679014703	0.28191428050616285	0.0	0.14529134411103628	0.29431838393753285	0.3023168313827631	0.34873443414217964	0.2837304510857177	0.2780645694093099	0.28202354469197854	0.32050190337445233	0.22536787796300128	0.446712869015214	0.47568905039482157	0.4202816868468623
w29pp	0.3021075519219677	0.31402553150344115	0.34626450726818847	0.3085778639479745	0.21781722822948005	0.3413665034195892	0.3711486103808513	0.4873424960428759	0.5695021377750767	0.5450410345796194	0.6073324003258728	0.5936210272489725	0.5623792817490433	0.6046963951546197	0.6152237657360486	0.5779113933883732	0.6629085839122888	0.6904884787399101	0.7045525748966015	0.600734136407956	0.6011216861996657	0.6024343581104458	0.5572578304249535	0.6273850764702523	0.5682003764303929	0.5802833180610131	0.4613708033217622	0.5388037207394424	0.47861892471267276	0.48126014566475933	0.45093445979453783	0.34331777550742143	0.25226152922343725	0.14529134411103628	0.0	0.20122866002860232	0.20922710747383252	0.2556447102332491	0.19064072717678718	0.18497484550037935	0.18893382078304802	0.22741217946552178	0.13227815405407073	0.35362314510628345	0.382599326485891	0.32719196293793174
S1Hp	0.3005828078653622	0.3125007874468356	0.34473976321158295	0.307053119891369	0.3668442680559767	0.49039354324608575	0.5201756502073479	0.6363695358693725	0.7185291776015734	0.6940680744061161	0.7563594401523694	0.7426480670754692	0.71140632157554	0.7537234349811164	0.7642508055625453	0.7269384332148698	0.8119356237387855	0.8395155185664068	0.8535796147230982	0.7497611762344527	0.7501487260261623	0.7514613979369424	0.7062848702514501	0.776412116296749	0.7172274162568896	0.7293103578875098	0.6103978431482588	0.6878307605659391	0.6276459645391694	0.630287185491256	0.5999614996210345	0.49234481533391805	0.4012885690499338	0.29431838393753285	0.20122866002860232	0.0	0.01842239056796026	0.1102822801719888	0.057050736039342076	0.0723186472164096	0.07627762249907825	0.11475598118155203	0.08862486941738848	0.35209840104967793	0.3810745824292855	0.3256672188813262
w1pp	0.3085812553105924	0.32049923489206583	0.35273821065681316	0.3150515673365992	0.37484271550120685	0.498391990691316	0.5281740976525781	0.6443679833146027	0.7265276250468036	0.7020665218513462	0.7643578875975996	0.7506465145206993	0.7194047690207701	0.7617218824263465	0.7722492530077755	0.7349368806601	0.8199340711840156	0.847513966011637	0.8615780621683283	0.7577596236796829	0.7581471734713925	0.7594598453821726	0.7142833176966803	0.7844105637419791	0.7252258637021197	0.7373088053327399	0.618396290593489	0.6958292080111692	0.6356444119843996	0.6382856329364861	0.6079599470662647	0.5003432627791482	0.4092870164951641	0.3023168313827631	0.20922710747383252	0.01842239056796026	0.0	0.11828072761721899	0.06504918348457228	0.0803170946616398	0.08427606994430846	0.12275442862678224	0.09662331686261869	0.36009684849490814	0.3890730298745157	0.3336656663265564
w32pp	0.35499885807000897	0.3669168376514824	0.39915581341622974	0.36146917009601576	0.42126031826062343	0.5448095934507325	0.5745917004119947	0.6907855860740193	0.7729452278062201	0.7484841246107627	0.8107754903570161	0.7970641172801158	0.7658223717801866	0.8081394851857631	0.8186668557671921	0.7813544834195165	0.8663516739434323	0.8939315687710536	0.907995664927745	0.8041772264390994	0.804564776230809	0.8058774481415891	0.7607009204560968	0.8308281665013957	0.7716434664615364	0.7837264080921564	0.6648138933529055	0.7422468107705857	0.6820620147438161	0.6847032356959026	0.6543775498256812	0.5467608655385647	0.4557046192545806	0.34873443414217964	0.2556447102332491	0.1102822801719888	0.11828072761721899	0.0	0.11146678624398886	0.1267346974210564	0.13069367270372503	0.1691720313861988	0.14304091962203525	0.4065144512543247	0.4354906326339323	0.380083269085973
S12Hp	0.28999487501354704	0.3019128545950205	0.3341518303597678	0.2964651870395539	0.35625633520416156	0.4798056103942706	0.5095877173555328	0.6257816030175574	0.7079412447497583	0.6834801415543009	0.7457715073005543	0.732060134223654	0.7008183887237248	0.7431355021293012	0.7536628727107302	0.7163505003630547	0.8013476908869703	0.8289275857145917	0.842991681871283	0.7391732433826376	0.7395607931743472	0.7408734650851273	0.695696937399635	0.7658241834449339	0.7066394834050744	0.7187224250356946	0.5998099102964437	0.6772428277141239	0.6170580316873543	0.6196992526394408	0.5893735667692194	0.4817568824821029	0.3907006361981187	0.2837304510857177	0.19064072717678718	0.057050736039342076	0.06504918348457228	0.11146678624398886	0.0	0.06173071436459446	0.06568968964726311	0.10416804832973689	0.07803693656557334	0.3415104681978628	0.37048664957747035	0.3150792860295111
F22HpB	0.28432899333713924	0.2962469729186127	0.32848594868336	0.290799305363146	0.3505904535277537	0.4741397287178628	0.5039218356791249	0.6201157213411495	0.7022753630733505	0.6778142598778931	0.7401056256241465	0.7263942525472462	0.695152507047317	0.7374696204528934	0.7479969910343223	0.7106846186866469	0.7956818092105624	0.8232617040381838	0.8373258001948751	0.7335073617062298	0.7338949114979394	0.7352075834087195	0.6900310557232272	0.7601583017685261	0.7009736017286665	0.7130565433592868	0.5941440286200359	0.6715769460377161	0.6113921500109465	0.614033370963033	0.5837076850928116	0.47609100080569505	0.3850347545217109	0.2780645694093099	0.18497484550037935	0.0723186472164096	0.0803170946616398	0.1267346974210564	0.06173071436459446	0.0	0.017901342997806574	0.056379701680280336	0.07237105488916551	0.335844586521455	0.36482076790106255	0.30941340435310327
S28Hp	0.2882879686198079	0.3002059482012813	0.33244492396602865	0.2947582806458147	0.3545494288104224	0.47809870400053145	0.5078808109617936	0.6240746966238182	0.7062343383560191	0.6817732351605618	0.7440646009068151	0.7303532278299149	0.6991114823299857	0.7414285957355621	0.751955966316991	0.7146435939693155	0.7996407844932312	0.8272206793208525	0.8412847754775439	0.7374663369888984	0.737853886780608	0.7391665586913881	0.6939900310058958	0.7641172770511947	0.7049325770113353	0.7170155186419555	0.5981030039027045	0.6755359213203848	0.6153511252936151	0.6179923462457017	0.5876666603754802	0.48004997608836375	0.3889937298043795	0.28202354469197854	0.18893382078304802	0.07627762249907825	0.08427606994430846	0.13069367270372503	0.06568968964726311	0.017901342997806574	0.0	0.05063243554545867	0.07633003017183418	0.33980356180412363	0.3687797431837312	0.3133723796357719
f29pp	0.32676632730228167	0.33868430688375506	0.3709232826485024	0.3332366393282885	0.39302778749289613	0.5165770626830053	0.5463591696442673	0.6625530553062919	0.7447126970384929	0.7202515938430355	0.7825429595892889	0.7688315865123886	0.7375898410124594	0.7799069544180358	0.7904343249994648	0.7531219526517893	0.8381191431757049	0.8656990380033263	0.8797631341600176	0.7759446956713721	0.7763322454630818	0.7776449173738619	0.7324683896883696	0.8025956357336684	0.743410935693809	0.7554938773244292	0.6365813625851783	0.7140142800028585	0.6538294839760889	0.6564707049281754	0.6261450190579539	0.5185283347708375	0.4274720884868533	0.32050190337445233	0.22741217946552178	0.11475598118155203	0.12275442862678224	0.1691720313861988	0.10416804832973689	0.056379701680280336	0.05063243554545867	0.0	0.11480838885430794	0.3782819204865974	0.407258101866205	0.3518507383182457
w7pp	0.23163230189083062	0.24355028147230406	0.2757892572370514	0.23810261391683746	0.2978937620814451	0.4214430372715542	0.4512251442328163	0.5674190298948409	0.6495786716270419	0.6251175684315845	0.6874089341778379	0.6736975611009376	0.6424558156010084	0.6847729290065848	0.6953002995880138	0.6579879272403383	0.7429851177642539	0.7705650125918753	0.7846291087485666	0.6808106702599211	0.6811982200516308	0.6825108919624109	0.6373343642769186	0.7074616103222174	0.648276910282358	0.6603598519129782	0.5414473371737273	0.6188802545914075	0.5586954585646379	0.5613366795167244	0.531010993646503	0.42339430935938643	0.33233806307540226	0.22536787796300128	0.13227815405407073	0.08862486941738848	0.09662331686261869	0.14304091962203525	0.07803693656557334	0.07237105488916551	0.07633003017183418	0.11480838885430794	0.0	0.28314789507514637	0.31212407645475393	0.25671671290679465
f22ppA	0.11819737526221186	0.31648456645976786	0.3487235422245152	0.31103689890430125	0.5192387531336577	0.642788028323767	0.6725701352850291	0.7887640209470537	0.8709236626792545	0.8464625594837971	0.9087539252300505	0.8950425521531502	0.863800806653221	0.9061179200587974	0.9166452906402265	0.8793329182925509	0.9643301088164666	0.991910003644088	1.0059740998007793	0.9021556613121338	0.9025432111038434	0.9038558830146235	0.8586793553291312	0.92880660137443	0.8696219013345707	0.8817048429651908	0.7627923282259399	0.8402252456436201	0.7800404496168505	0.782681670568937	0.7523559846987156	0.6447393004115991	0.553683054127615	0.446712869015214	0.35362314510628345	0.35209840104967793	0.36009684849490814	0.4065144512543247	0.3415104681978628	0.335844586521455	0.33980356180412363	0.3782819204865974	0.28314789507514637	0.0	0.19868914982613514	0.14328178627817587
f22ppB	0.11739479053301707	0.34546074783937536	0.37769972360412274	0.34001308028390875	0.5482149345132653	0.6717642097033745	0.7015463166646365	0.8177402023266611	0.899899844058862	0.8754387408634047	0.937730106609658	0.9240187335327578	0.8927769880328286	0.935094101438405	0.9456214720198339	0.9083090996721584	0.9933062901960741	1.0208861850236954	1.0349502811803868	0.9311318426917413	0.931519392483451	0.932832064394231	0.8876555367087388	0.9577827827540376	0.8985980827141782	0.9106810243447984	0.7917685096055475	0.8692014270232277	0.809016630996458	0.8116578519485446	0.7813321660783231	0.6737154817912067	0.5826592355072225	0.47568905039482157	0.382599326485891	0.3810745824292855	0.3890730298745157	0.4354906326339323	0.37048664957747035	0.36482076790106255	0.3687797431837312	0.407258101866205	0.31212407645475393	0.19868914982613514	0.0	0.11957146026045187
w15pp	0.06198742698505779	0.2900533842914161	0.32229236005616346	0.2846057167359495	0.49280757096530603	0.6163568461554152	0.6461389531166772	0.7623328387787018	0.8444924805109028	0.8200313773154454	0.8823227430616988	0.8686113699847985	0.8373696244848693	0.8796867378904457	0.8902141084718747	0.8529017361241992	0.9378989266481148	0.9654788214757362	0.9795429176324275	0.875724479143782	0.8761120289354917	0.8774247008462718	0.8322481731607795	0.9023754192060783	0.8431907191662189	0.8552736607968391	0.7363611460575882	0.8137940634752684	0.7536092674484988	0.7562504884005853	0.7259248025303638	0.6183081182432474	0.5272518719592633	0.4202816868468623	0.32719196293793174	0.3256672188813262	0.3336656663265564	0.380083269085973	0.3150792860295111	0.30941340435310327	0.3133723796357719	0.3518507383182457	0.25671671290679465	0.14328178627817587	0.11957146026045187	0.0
