	s27pp	s28pp	s9pp	w9pp	S26Hp	s12pp	s26pp	s29pp	s10pp	F6H1	s7pp	s14pp	f16ppA	f14ppB	S18H1	f20ppB	s2pp	s1pp	f8pp	f30pp	f18pp	s31pp	f6ppB	f7pp	f14ppA	f23ppA	f20ppA	S9H1	s3pp	f4pp	w4pp	f26pp	f25pp	530055	s24pp	w24pp	s25pp	S17H1	S1Hp	s13pp	s19pp	s18pp	w18pp	s17pp	w14pp	s4pp	w15pp	w11pp	w6pp	s6pp	f16ppB	w21pp	s22pp	s30pp	w30pp	31160
f20ppA	0.29561118224420035	0.28238849842449787	0.288165678897582	0.23803776726461456	0.41439737982226676	0.38735606567185493	0.2396795512822017	0.2551755809571291	0.3649418034431691	0.2592671961569391	0.25178926046222505	0.30979427874696797	0.22028366818850065	0.17440426674665693	0.2069525149800739	0.23322168990458308	0.15820050574964858	0.17059441101930894	0.15047604382331842	0.28231475508379406	0.19258603233052024	0.3235976009401068	0.282555315657	0.2546457129915043	0.2530010764735737	0.26597116642905866	0.0	0.35149245174820215	0.2268969633836515	0.14977263303509666	0.17271493835839746	0.19969395780869895	0.21917811875169294	0.46707407579249455	0.2618917864060708	0.3375975172729808	0.21815903119792326	0.44865703061619794	0.43496949067078616	0.2991493451229709	0.3507916402810344	0.33936319584610153	0.3320487598191532	0.3895210635201469	0.3209667311903656	0.3250768769216128	0.3283801849902098	0.3588378571921433	0.3159201507399356	0.34177393574601633	0.2993520731457212	0.2898144329741388	0.3190154045586053	0.42516887317000596	0.42080556316269224	0.37758755602126814
S9H1	0.4565745341534122	0.4433518503337097	0.44912903080679384	0.3990011191738264	0.5753607317314786	0.5483194175810668	0.40064290319141355	0.41613893286634096	0.525905155352381	0.42023054806615096	0.41275261237143696	0.4707576306561798	0.3812470200977125	0.3353676186558688	0.3679158668892858	0.39418504181379493	0.31916385765886046	0.3315577629285208	0.3114393957325303	0.44327810699300596	0.35354938423973215	0.48456095284931866	0.44351866756621183	0.41560906490071614	0.4139644283827856	0.42693451833827056	0.35149245174820215	0.0	0.38786031529286336	0.31073598494430854	0.3336782902676093	0.3606573097179108	0.3801414706609048	0.6280374277017065	0.42285513831528265	0.49856086918219267	0.3791223831071351	0.6096203825254098	0.595932842579998	0.46011269703218277	0.5117549921902462	0.5003265477553134	0.49301211172836507	0.5504844154293588	0.48193008309957747	0.48604022883082465	0.48934353689942167	0.5198012091013551	0.4768835026491475	0.5027372876552282	0.46031542505493306	0.45077778488335063	0.4799787564678171	0.5861322250792178	0.5817689150719041	0.53855090793048
s3pp	0.30579194448348385	0.29256926066378136	0.2983464411368655	0.24821852950389808	0.4245781420615503	0.3975368279111384	0.2498603135214852	0.2653563431964126	0.3751225656824526	0.2694479583962226	0.2619700227015086	0.3199750409862515	0.23046443042778414	0.18458502898594042	0.21713327721935743	0.24340245214386658	0.1683812679889321	0.18077517325859246	0.16065680606260194	0.29249551732307755	0.20276679456980376	0.33377836317939036	0.29273607789628353	0.2648264752307878	0.2631818387128573	0.27615192866834215	0.2268969633836515	0.38786031529286336	0.0	0.13490363393065471	0.17311635247123167	0.20987472004798247	0.22935888099097645	0.47725483803177804	0.2720725486453543	0.34777827951226437	0.22833979343720678	0.45883779285548143	0.4451502529100697	0.3093301073622544	0.3609724025203179	0.349543958085385	0.3422295220584367	0.3997018257594305	0.3311474934296491	0.33525763916089635	0.33856094722949337	0.3690186194314268	0.32610091297921917	0.3519546979852999	0.30953283538500476	0.2999951952134223	0.32919616679788877	0.4353496354092895	0.4309863254019758	0.3877683182605517
f4pp	0.22866761413492898	0.2154449303152265	0.22122211078831064	0.1710941991553432	0.3474538117129954	0.3204124975625836	0.17273598317293032	0.18823201284785773	0.2979982353338978	0.19232362804766776	0.18484569235295373	0.24285071063769664	0.1533401000792293	0.10746069863738558	0.14000894687080256	0.16627812179531173	0.09125693764037725	0.10365084291003761	0.0835324757140471	0.21537118697452273	0.12564246422124892	0.2566540328308355	0.21561174754772866	0.18770214488223294	0.1860575083643024	0.19902759831978734	0.14977263303509666	0.31073598494430854	0.13490363393065471	0.0	0.09599202212267684	0.13275038969942762	0.1522345506424216	0.4001305076832232	0.19494821829679942	0.2706539491637095	0.1512154630886519	0.3817134625069266	0.3680259225615148	0.23220577701369957	0.28384807217176306	0.27241962773683015	0.2651051917098819	0.3225774954108756	0.2540231630810943	0.2581333088123414	0.26143661688093844	0.29189428908287196	0.24897658263066427	0.27483036763674495	0.23240850503644989	0.22287086486486743	0.25207183644933395	0.3582253050607346	0.3538619950534209	0.3106439879119968
w4pp	0.2516099194582298	0.2383872356385273	0.24416441611161144	0.194036504478644	0.3703961170362962	0.3433548028858844	0.19567828849623115	0.21117431817115853	0.32094054065719857	0.21526593337096855	0.2077879976762545	0.2657930159609974	0.1762824054025301	0.13040300396068638	0.16295125219410334	0.18922042711861253	0.11419924296367803	0.1265931482333384	0.1064747810373479	0.2383134922978235	0.1485847695445497	0.27959633815413626	0.23855405287102943	0.21064445020553374	0.20899981368760318	0.2219699036430881	0.17271493835839746	0.3336782902676093	0.17311635247123167	0.09599202212267684	0.0	0.15569269502272842	0.1751768559657224	0.423072813006524	0.21789052362010022	0.2935962544870103	0.1741577684119527	0.4046557678302274	0.3909682278848156	0.25514808233700037	0.3067903774950639	0.2953619330601309	0.28804749703318266	0.34551980073417643	0.27696546840439507	0.28107561413564225	0.28437892220423927	0.31483659440617273	0.27191888795396507	0.2977726729600458	0.2553508103597507	0.24581317018816823	0.2750141417726347	0.3811676103840354	0.37680430037672175	0.33358629323529765
f26pp	0.2681120479954912	0.2548893641757887	0.26066654464887284	0.21053863301590545	0.3868982455735577	0.3598569314231458	0.21218041703349255	0.22767644670841997	0.33744266919446	0.23176806190823	0.22429012621351596	0.2822951444982589	0.19278453393979153	0.14690513249794782	0.1794533807313648	0.20572255565587397	0.13070137150093947	0.14309527677059986	0.12297690957460934	0.25481562083508497	0.16508689808181115	0.2960984666913977	0.2550561814082909	0.22714657874279517	0.22550194222486464	0.23847203218034957	0.19969395780869895	0.3606573097179108	0.20987472004798247	0.13275038969942762	0.15569269502272842	0.0	0.19167898450298385	0.43957494154378546	0.23439265215736166	0.31009838302427173	0.19065989694921415	0.4211578963674888	0.4074703564220771	0.2716502108742618	0.3232925060323253	0.3118640615973924	0.30454962557044407	0.36202192927143784	0.2934675969416565	0.2975777426729037	0.30088105074150073	0.33133872294343414	0.28842101649122653	0.31427480149730724	0.2718529388970121	0.2623152987254297	0.29151627030989613	0.39766973892129687	0.39330642891398315	0.35008842177255906
f25pp	0.28237889404517125	0.26915621022546876	0.2749333906985529	0.22480547906558546	0.40116509162323766	0.3741237774728258	0.2264472630831726	0.24194329275809998	0.35170951524414	0.24603490795791	0.23855697226319594	0.29656199054793886	0.20705137998947154	0.16117197854762783	0.19372022678104478	0.21998940170555398	0.14496821755061945	0.15736212282027984	0.1372437556242893	0.26908246688476495	0.17935374413149113	0.3103653127410777	0.2693230274579709	0.24141342479247516	0.23976878827454462	0.25273887823002955	0.21917811875169294	0.3801414706609048	0.22935888099097645	0.1522345506424216	0.1751768559657224	0.19167898450298385	0.0	0.4493240545430709	0.24865949820704167	0.3243652290739517	0.20492674299889416	0.43542474241716883	0.42173720247175706	0.2859170569239418	0.33755935208200527	0.3261309076470724	0.3188164716201241	0.3762887753211178	0.3077344429913365	0.3118445887225837	0.3151478967911807	0.3456055689931142	0.3026878625409065	0.3285416475469872	0.2861197849466921	0.2765821447751097	0.30578311635957617	0.41193658497097685	0.40757327496366313	0.36435526782223904
530055	0.5302748510859728	0.5170521672662703	0.5228293477393544	0.47270143610638704	0.6490610486640392	0.6220197345136274	0.4743432201239742	0.4898392497989016	0.5996054722849415	0.4939308649987116	0.4864529293039976	0.5444579475887404	0.4549473370302731	0.4090679355884294	0.4416161838218464	0.46788535874635556	0.3928641745914211	0.4052580798610814	0.38513971266509095	0.5169784239255666	0.4272497011722928	0.5582612697818793	0.5172189844987725	0.48930938183327677	0.4876647453153462	0.5006348352708312	0.46707407579249455	0.6280374277017065	0.47725483803177804	0.4001305076832232	0.423072813006524	0.43957494154378546	0.4493240545430709	0.0	0.4965554552478433	0.5722611861147533	0.4528227000396957	0.6833206994579704	0.6696331595125586	0.5338130139647435	0.5854553091228069	0.574026864687874	0.5667124286609257	0.6241847323619194	0.5556304000321381	0.5597405457633853	0.5630438538319823	0.5935015260339158	0.5505838195817081	0.5764376045877888	0.5340157419874937	0.5244781018159113	0.5536790734003778	0.6598325420117784	0.6554692320044647	0.6122512248630406
s24pp	0.23263595192023562	0.2390613742526066	0.24483855472569074	0.19471064309272332	0.37107025565037555	0.34402894149996366	0.19635242711031042	0.21184845678523784	0.32161467927127785	0.21594007198504786	0.23213623440481893	0.2901412526895618	0.2006306421310945	0.15475124068925078	0.18729948892266776	0.21356866384717693	0.15230889334011372	0.1798617573525263	0.1597433901565358	0.29158210141701146	0.2018533786637376	0.33286494727332416	0.29182266199021734	0.26391305932472164	0.2622684228067911	0.27523851276227607	0.2618917864060708	0.42285513831528265	0.2720725486453543	0.19494821829679942	0.21789052362010022	0.23439265215736166	0.24865949820704167	0.4965554552478433	0.0	0.0776497464576867	0.10298058055146746	0.36112921795824304	0.34744167801283127	0.21162153246501603	0.26326382762307954	0.25183538318814663	0.24452094716119832	0.3019932508621921	0.2579915008664009	0.2621016465976481	0.26540495466624514	0.29586262686817855	0.25294492041597094	0.27879870542205165	0.23637684282175653	0.22683920265017407	0.25604017423464054	0.3621936428460413	0.35783033283872756	0.31461232569730346
w24pp	0.3083416827871457	0.31476710511951667	0.32054428559260084	0.27041637395963336	0.44677598651728556	0.4197346723668738	0.2720581579772205	0.2875541876521479	0.397320410138188	0.29164580285195796	0.307841965271729	0.36584698355647194	0.27633637299800456	0.23045697155616085	0.2630052197895778	0.289274394714087	0.22801462420702379	0.25556748821943637	0.23544912102344587	0.3672878322839215	0.27755910953064766	0.4085706781402343	0.36752839285712746	0.3396187901916317	0.3379741536737012	0.3509442436291861	0.3375975172729808	0.49856086918219267	0.34777827951226437	0.2706539491637095	0.2935962544870103	0.31009838302427173	0.3243652290739517	0.5722611861147533	0.0776497464576867	0.0	0.17868631141837754	0.43683494882515317	0.42314740887974134	0.28732726333192615	0.3389695584899896	0.3275411140550567	0.32022667802810845	0.37769898172910216	0.333697231733311	0.33780737746455813	0.34111068553315516	0.3715683577350887	0.32865065128288096	0.35450443628896167	0.3120825736886666	0.3025449335170841	0.33174590510155066	0.4378993737129513	0.43353606370563763	0.39031805656421353
s25pp	0.1889031967120881	0.19532861904445908	0.20110579951754323	0.1509778878845758	0.327337500442228	0.3002961862918162	0.1526196719021629	0.16811570157709033	0.2778819240631304	0.17220731677690035	0.18840347919667141	0.24640849748141433	0.15689788692294698	0.11101848548110327	0.14356673371452025	0.16983590863902942	0.1085761381319662	0.13612900214437879	0.11601063494838829	0.24784934620886392	0.15812062345559008	0.2891321920651767	0.24808990678206985	0.22018030411657413	0.2185356675986436	0.23150575755412853	0.21815903119792326	0.3791223831071351	0.22833979343720678	0.1512154630886519	0.1741577684119527	0.19065989694921415	0.20492674299889416	0.4528227000396957	0.10298058055146746	0.17868631141837754	0.0	0.31739646275009553	0.30370892280468376	0.16788877725686854	0.21953107241493203	0.20810262797999912	0.20078819195305084	0.2582604956540446	0.2142587456582534	0.21836889138950058	0.2216721994580976	0.2521298716600311	0.2092121652078234	0.2350659502139041	0.19264408761360902	0.18310644744202656	0.21230741902649305	0.3184608876378937	0.31409757763058005	0.27087957048915595
S17H1	0.4194011961303628	0.42582661846273373	0.4316037989358179	0.3814758873028505	0.5578354998605026	0.5307941857100908	0.3831176713204376	0.398613700995365	0.508379923481405	0.402705316195175	0.4189014786149461	0.476906496899689	0.3873958863412217	0.34151648489937797	0.3740647331327949	0.40033390805730407	0.33907413755024085	0.3666270015626535	0.34650863436666296	0.4783473456271386	0.3886186228738647	0.5196301914834514	0.4785879062003445	0.45067830353484883	0.44903366701691827	0.4620037569724032	0.44865703061619794	0.6096203825254098	0.45883779285548143	0.3817134625069266	0.4046557678302274	0.4211578963674888	0.43542474241716883	0.6833206994579704	0.36112921795824304	0.43683494882515317	0.31739646275009553	0.0	0.45576237690131904	0.3199422313535038	0.41018252772865577	0.39875408329372286	0.3914396472667746	0.4489119509677683	0.44475674507652807	0.44886689080777525	0.4521701988763723	0.48262787107830574	0.4397101646260981	0.4655639496321788	0.4231420870318837	0.41360444686030123	0.44280541844476773	0.5489588870561684	0.5445955770488548	0.5013775699074307
S1Hp	0.40571365618495103	0.412139078517322	0.41791625899040613	0.3677883473574387	0.5441479599150909	0.5171066457646791	0.36943013137502584	0.38492616104995325	0.49469238353599326	0.38901777624976325	0.4052139386695343	0.46321895695427723	0.37370834639580985	0.3278289449539662	0.36037719318738315	0.38664636811189235	0.3253865976048291	0.35293946161724166	0.3328210944212512	0.4646598056817268	0.374931082928453	0.5059426515380396	0.46490036625493275	0.436990763589437	0.4353461270715065	0.4483162170269914	0.43496949067078616	0.595932842579998	0.4451502529100697	0.3680259225615148	0.3909682278848156	0.4074703564220771	0.42173720247175706	0.6696331595125586	0.34744167801283127	0.42314740887974134	0.30370892280468376	0.45576237690131904	0.0	0.19571723072061004	0.396494987783244	0.38506654334831103	0.3777521073213628	0.43522441102235654	0.4310692051311163	0.4351793508623635	0.4384826589309605	0.46894033113289396	0.4260226246806863	0.451876409686767	0.4094545470864719	0.39991690691488946	0.42911787849935595	0.5352713471107566	0.5309080371034429	0.4876900299620188
s13pp	0.2698935106371358	0.2763189329695067	0.2820961134425909	0.23196820180962346	0.40832781436727567	0.38128650021686383	0.2336099858272106	0.24910601550213798	0.358872237988178	0.253197630701948	0.26939379312171907	0.327398811406462	0.23788820084799464	0.19200879940615093	0.2245570476395679	0.25082622256407705	0.18956645205701386	0.21711931606942644	0.19700094887343594	0.3288396601339116	0.23911093738063774	0.37012250599022434	0.3290802207071175	0.3011706180416218	0.29952598152369125	0.3124960714791762	0.2991493451229709	0.46011269703218277	0.3093301073622544	0.23220577701369957	0.25514808233700037	0.2716502108742618	0.2859170569239418	0.5338130139647435	0.21162153246501603	0.28732726333192615	0.16788877725686854	0.3199422313535038	0.19571723072061004	0.0	0.2606748422354287	0.24924639780049582	0.24193196177354753	0.29940426547454124	0.29524905958330105	0.29935920531454824	0.30266251338314526	0.3331201855850787	0.29020247913287106	0.31605626413895177	0.2736344015386567	0.2640967613670742	0.2932977329515407	0.3994512015629414	0.39508789155562773	0.35186988441420364
s19pp	0.32153580579519925	0.3279612281275702	0.3337384086006544	0.2836104969676869	0.4599701095253391	0.43292879537492734	0.28525228098527405	0.30074831066020147	0.41051453314624153	0.3048399258600115	0.3210360882797826	0.3790411065645255	0.2895304960060581	0.2436510945642144	0.27619934279763136	0.30246851772214056	0.24120874721507735	0.2687616112274899	0.24864324403149943	0.38048195529197504	0.2907532325387012	0.42176480114828785	0.380722515865181	0.3528129131996853	0.35116827668175477	0.36413836663723964	0.3507916402810344	0.5117549921902462	0.3609724025203179	0.28384807217176306	0.3067903774950639	0.3232925060323253	0.33755935208200527	0.5854553091228069	0.26326382762307954	0.3389695584899896	0.21953107241493203	0.41018252772865577	0.396494987783244	0.2606748422354287	0.0	0.22213582810574128	0.21482139207879297	0.2722936957797867	0.34689135474136457	0.3510015004726117	0.3543048085412087	0.38476248074314223	0.3418447742909345	0.3676985592970152	0.32527669669672016	0.3157390565251377	0.3449400281096042	0.45109349672100485	0.4467301867136912	0.4035121795722671
s18pp	0.31010736136026634	0.3165327836926373	0.32230996416572144	0.27218205253275407	0.44854166509040627	0.4215003509399944	0.27382383655034115	0.28931986622526856	0.3990860887113086	0.29341148142507856	0.3096076438448496	0.36761266212959254	0.2781020515711252	0.2322226501292815	0.2647708983626985	0.29104007328720766	0.22978030278014444	0.257333166792557	0.23721479959656652	0.3690535108570422	0.2793247881037683	0.4103363567133549	0.36929407143024806	0.34138446876475237	0.3397398322468218	0.3527099222023068	0.33936319584610153	0.5003265477553134	0.349543958085385	0.27241962773683015	0.2953619330601309	0.3118640615973924	0.3261309076470724	0.574026864687874	0.25183538318814663	0.3275411140550567	0.20810262797999912	0.39875408329372286	0.38506654334831103	0.24924639780049582	0.22213582810574128	0.0	0.102307400217885	0.18894092099767146	0.3354629103064316	0.33957305603767884	0.34287636410627587	0.37333403630820927	0.33041632985600167	0.3562701148620824	0.31384825226178725	0.3043106120902048	0.33351158367467126	0.439665052286072	0.4353017422787583	0.3920837351373342
w18pp	0.3027929253333181	0.309218347665689	0.3149955281387732	0.26486761650580576	0.44122722906345796	0.4141859149130461	0.2665094005233929	0.28200543019832025	0.3917716526843603	0.2860970453981303	0.30229320781790137	0.3602982261026443	0.27078761554417696	0.22490821410233322	0.2574564623357502	0.28372563726025934	0.22246586675319616	0.25001873076560877	0.22990036356961824	0.3617390748300939	0.27201035207682	0.40302192068640663	0.3619796354032998	0.3340700327378041	0.33242539621987355	0.3453954861753585	0.3320487598191532	0.49301211172836507	0.3422295220584367	0.2651051917098819	0.28804749703318266	0.30454962557044407	0.3188164716201241	0.5667124286609257	0.24452094716119832	0.32022667802810845	0.20078819195305084	0.3914396472667746	0.3777521073213628	0.24193196177354753	0.21482139207879297	0.102307400217885	0.0	0.18162648497072317	0.32814847427948335	0.33225862001073053	0.33556192807932755	0.366019600281261	0.32310189382905335	0.34895567883513406	0.306533816234839	0.2969961760632565	0.326197147647723	0.4323506162591237	0.42798730625181003	0.38476929911038593
s17pp	0.36026522903431185	0.3666906513666828	0.37246783183976695	0.32233992020679947	0.49869953276445167	0.4716582186140399	0.3239817042243866	0.339477733899314	0.4492439563853541	0.34356934909912407	0.35976551151889513	0.41777052980363805	0.3282599192451707	0.28238051780332696	0.3149287660367439	0.3411979409612531	0.2799381704541899	0.3074910344666025	0.28737266727061195	0.4192113785310876	0.32948265577781377	0.4604942243874004	0.41945193910429357	0.3915423364387978	0.3898976999208673	0.4028677898763522	0.3895210635201469	0.5504844154293588	0.3997018257594305	0.3225774954108756	0.34551980073417643	0.36202192927143784	0.3762887753211178	0.6241847323619194	0.3019932508621921	0.37769898172910216	0.2582604956540446	0.4489119509677683	0.43522441102235654	0.29940426547454124	0.2722936957797867	0.18894092099767146	0.18162648497072317	0.0	0.3856207779804771	0.38973092371172424	0.39303423178032126	0.4234919039822548	0.38057419753004706	0.4064279825361278	0.3640061199358327	0.3544684797642502	0.3836694513487168	0.48982291996011745	0.4854596099528038	0.4422416028113797
w14pp	0.27777582881792723	0.2981363190369014	0.3039134995099856	0.25378558787701816	0.43014520043467036	0.40310388628425853	0.2554273718946053	0.27092340156953265	0.3806896240555727	0.2750150167693427	0.29121117918911377	0.3492161974738567	0.25970558691538936	0.21382618547354565	0.2463744337069626	0.27264360863147175	0.21138383812440856	0.23893670213682114	0.21881833494083064	0.3506570462013063	0.2609283234480324	0.39193989205761903	0.3508976067745122	0.3229880041090165	0.32134336759108595	0.3343134575465709	0.3209667311903656	0.48193008309957747	0.3311474934296491	0.2540231630810943	0.27696546840439507	0.2934675969416565	0.3077344429913365	0.5556304000321381	0.2579915008664009	0.333697231733311	0.2142587456582534	0.44475674507652807	0.4310692051311163	0.29524905958330105	0.34689135474136457	0.3354629103064316	0.32814847427948335	0.3856207779804771	0.0	0.30263836220952417	0.3059416702781212	0.33639934248005465	0.293481636027847	0.3193354210339277	0.27691355843363263	0.26737591826205015	0.30118005113233215	0.40733351974373283	0.40297020973641917	0.3597522025949951
s4pp	0.2818859745491744	0.30224646476814865	0.30802364524123277	0.25789573360826534	0.43425534616591754	0.4072140320155057	0.2595375176258525	0.2750335473007799	0.3847997697868199	0.2791251625005899	0.29532132492036095	0.35332634320510387	0.2638157326466365	0.21793633120479283	0.2504845794382098	0.276753754362719	0.21549398385565574	0.24304684786806832	0.22292848067207782	0.35476719193255346	0.26503846917927965	0.3960500377888662	0.3550077525057594	0.32709814984026364	0.32545351332233313	0.33842360327781806	0.3250768769216128	0.48604022883082465	0.33525763916089635	0.2581333088123414	0.28107561413564225	0.2975777426729037	0.3118445887225837	0.5597405457633853	0.2621016465976481	0.33780737746455813	0.21836889138950058	0.44886689080777525	0.4351793508623635	0.29935920531454824	0.3510015004726117	0.33957305603767884	0.33225862001073053	0.38973092371172424	0.30263836220952417	0.0	0.2712537125651912	0.30171138476712467	0.258793678314917	0.2846474633209977	0.25674619102212143	0.247208550850539	0.30529019686357933	0.41144366547498	0.4070803554676663	0.3638623483262422
w15pp	0.28518928261777143	0.30554977283674567	0.3113269533098298	0.26119904167686236	0.43755865423451457	0.41051734008410273	0.2628408256944495	0.2783368553693769	0.3881030778554169	0.2824284705691869	0.29862463298895797	0.3566296512737009	0.2671190407152335	0.22123963927338985	0.2537878875068068	0.280057062431316	0.21879729192425276	0.24635015593666534	0.22623178874067484	0.3580705000011505	0.26834177724787667	0.39935334585746324	0.3583110605743564	0.33040145790886066	0.32875682139093015	0.3417269113464151	0.3283801849902098	0.48934353689942167	0.33856094722949337	0.26143661688093844	0.28437892220423927	0.30088105074150073	0.3151478967911807	0.5630438538319823	0.26540495466624514	0.34111068553315516	0.2216721994580976	0.4521701988763723	0.4384826589309605	0.30266251338314526	0.3543048085412087	0.34287636410627587	0.33556192807932755	0.39303423178032126	0.3059416702781212	0.2712537125651912	0.0	0.2366521145483186	0.2529112042700624	0.2787649892761431	0.26004949909071845	0.250511858919136	0.30859350493217635	0.41474697354357704	0.4103836635362633	0.3671656563948392
w11pp	0.3156469548197049	0.3360074450386791	0.34178462551176325	0.2916567138787958	0.468016326436448	0.4409750122860362	0.29329849789638296	0.3087945275713103	0.4185607500573504	0.31288614277112037	0.32908230519089143	0.38708732347563435	0.29757671291716703	0.2516973114753233	0.28424555970874027	0.3105147346332494	0.24925496412618622	0.27680782813859883	0.2566894609426083	0.38852817220308394	0.2987994494498101	0.4298110180593967	0.38876873277628987	0.3608591301107942	0.3592144935928636	0.37218458354834855	0.3588378571921433	0.5198012091013551	0.3690186194314268	0.29189428908287196	0.31483659440617273	0.33133872294343414	0.3456055689931142	0.5935015260339158	0.29586262686817855	0.3715683577350887	0.2521298716600311	0.48262787107830574	0.46894033113289396	0.3331201855850787	0.38476248074314223	0.37333403630820927	0.366019600281261	0.4234919039822548	0.33639934248005465	0.30171138476712467	0.2366521145483186	0.0	0.2833688764719959	0.3092226614780766	0.2905071712926519	0.2809695311210695	0.3390511771341098	0.4452046457455105	0.44084133573819684	0.39762332859677274
w6pp	0.27272924836749723	0.29308973858647147	0.2988669190595556	0.24873900742658817	0.42509861998424037	0.39805730583382853	0.2503807914441753	0.2658768211191027	0.3756430436051427	0.2699684363189127	0.2861645987386838	0.3441696170234267	0.2546590064649593	0.20877960502311566	0.2413278532565326	0.2675970281810418	0.20633725767397856	0.23389012168639114	0.21377175449040065	0.3456104657508763	0.25588174299760247	0.38689331160718904	0.3458510263240822	0.31794142365858646	0.31629678714065596	0.3292668770961409	0.3159201507399356	0.4768835026491475	0.32610091297921917	0.24897658263066427	0.27191888795396507	0.28842101649122653	0.3026878625409065	0.5505838195817081	0.25294492041597094	0.32865065128288096	0.2092121652078234	0.4397101646260981	0.4260226246806863	0.29020247913287106	0.3418447742909345	0.33041632985600167	0.32310189382905335	0.38057419753004706	0.293481636027847	0.258793678314917	0.2529112042700624	0.2833688764719959	0.0	0.20641149215403184	0.24758946484044425	0.23805182466886182	0.29613347068190216	0.40228693929330284	0.3979236292859891	0.354705622144565
s6pp	0.29858303337357794	0.3189435235925522	0.3247207040656363	0.2745927924326689	0.4509524049903211	0.42391109083990924	0.276234576450256	0.2917306061251834	0.40149682861122343	0.2958222213249934	0.3120183837447645	0.3700234020295074	0.28051279147104	0.23463339002919636	0.2671816382626133	0.2934508131871225	0.23219104268005927	0.2597439066924718	0.23962553949648135	0.371464250756957	0.2817355280036832	0.41274709661326975	0.3717048113301629	0.3437952086646672	0.34215057214673666	0.3551206621022216	0.34177393574601633	0.5027372876552282	0.3519546979852999	0.27483036763674495	0.2977726729600458	0.31427480149730724	0.3285416475469872	0.5764376045877888	0.27879870542205165	0.35450443628896167	0.2350659502139041	0.4655639496321788	0.451876409686767	0.31605626413895177	0.3676985592970152	0.3562701148620824	0.34895567883513406	0.4064279825361278	0.3193354210339277	0.2846474633209977	0.2787649892761431	0.3092226614780766	0.20641149215403184	0.0	0.27344324984652496	0.26390560967494253	0.32198725568798287	0.42814072429938355	0.42377741429206983	0.38055940715064573
f16ppB	0.2561611707732828	0.27652166099225706	0.28229884146534123	0.23217092983237378	0.40853054239002595	0.3814892282396142	0.23381271384996088	0.2493087435248883	0.35907496601092836	0.25340035872469835	0.2695965211444694	0.32760153942921233	0.23809092887074496	0.19221152742890124	0.22475977566231822	0.2510289505868274	0.18976918007976418	0.21732204409217676	0.19720367689618626	0.32904238815666187	0.23931366540338805	0.3703252340129747	0.32928294872986785	0.3013733460643721	0.2997287095464416	0.31269879950192647	0.2993520731457212	0.46031542505493306	0.30953283538500476	0.23240850503644989	0.2553508103597507	0.2718529388970121	0.2861197849466921	0.5340157419874937	0.23637684282175653	0.3120825736886666	0.19264408761360902	0.4231420870318837	0.4094545470864719	0.2736344015386567	0.32527669669672016	0.31384825226178725	0.306533816234839	0.3640061199358327	0.27691355843363263	0.25674619102212143	0.26004949909071845	0.2905071712926519	0.24758946484044425	0.27344324984652496	0.0	0.1964864249399846	0.2795653930876878	0.3857188616990884	0.38135555169177476	0.33813754455035067
w21pp	0.2466235306017004	0.26698402082067463	0.27276120129375875	0.22263328966079132	0.3989929022184435	0.3719515880680317	0.22427507367837846	0.23977110335330584	0.3495373258393459	0.24386271855311586	0.26005888097288693	0.31806389925762985	0.2285532886991625	0.1826738872573188	0.21522213549073577	0.24149131041524494	0.18023153990818172	0.2077844039205943	0.1876660367246038	0.31950474798507944	0.2297760252318056	0.3607875938413922	0.31974530855828537	0.2918357058927896	0.2901910693748591	0.30316115933034404	0.2898144329741388	0.45077778488335063	0.2999951952134223	0.22287086486486743	0.24581317018816823	0.2623152987254297	0.2765821447751097	0.5244781018159113	0.22683920265017407	0.3025449335170841	0.18310644744202656	0.41360444686030123	0.39991690691488946	0.2640967613670742	0.3157390565251377	0.3043106120902048	0.2969961760632565	0.3544684797642502	0.26737591826205015	0.247208550850539	0.250511858919136	0.2809695311210695	0.23805182466886182	0.26390560967494253	0.1964864249399846	0.0	0.2700277529161053	0.376181221527506	0.3718179115201923	0.3285999043787682
s22pp	0.2385910485379848	0.29618499240514107	0.30196217287822524	0.2518342612452578	0.42819387380291	0.4011525596524982	0.25347604526284495	0.2689720749377723	0.3787382974238124	0.27306369013758236	0.2892598525573534	0.34726487084209634	0.257754260283629	0.2118748588417853	0.24442310707520226	0.2706922819997114	0.20943251149264822	0.2369853755050608	0.2168670083090703	0.34870571956954594	0.25897699681627206	0.3899885654258587	0.34894628014275186	0.32103667747725617	0.3193920409593256	0.33236213091481054	0.3190154045586053	0.4799787564678171	0.32919616679788877	0.25207183644933395	0.2750141417726347	0.29151627030989613	0.30578311635957617	0.5536790734003778	0.25604017423464054	0.33174590510155066	0.21230741902649305	0.44280541844476773	0.42911787849935595	0.2932977329515407	0.3449400281096042	0.33351158367467126	0.326197147647723	0.3836694513487168	0.30118005113233215	0.30529019686357933	0.30859350493217635	0.3390511771341098	0.29613347068190216	0.32198725568798287	0.2795653930876878	0.2700277529161053	0.0	0.22787349885758162	0.22351018885026794	0.32056742231505264
