	w1pp	w20pp	w27pp	w2pp	w9pp	w8pp	w29pp	w25pp	w24pp	w11pp	w17pp	w23pp	f11pp	w4pp	w28pp	w3pp	w6pp	w16pp	f25pp	f22ppA	f16ppA	f14ppA	w18pp	f26pp	f31pp	f24pp	f12ppA	f12ppB	f20ppA	f17ppB	f1pp	f30pp	w32pp	w12pp	f19pp	f7pp	f10pp	f15pp	f14ppB	f16ppB	f6ppA	31333	31300	S23Hp	w26pp	f9pp	w15pp	w19pp	w10pp	w13pp	w14pp
f17ppB	0.10566334604674318	0.14126972849458622	0.14600770706249105	0.14909260856199613	0.12597376723071446	0.14514436571988756	0.12983747034673881	0.1467340110636367	0.14328368604259267	0.11988529840983551	0.1074896231281103	0.1358972049143516	0.13768224103567972	0.15575277106512844	0.13615863325764738	0.09312723626018632	0.1891835889298204	0.12641073051560175	0.12938759177760958	0.120145869686892	0.09064442813812112	0.1288857546329664	0.05283274475201643	0.09222849759862245	0.08534698475227516	0.09079539544507384	0.08457472891269323	0.07289326145629664	0.06944636457228485	0.0	0.08633136254154058	0.08613877301157205	0.1091624666758893	0.08765393560585383	0.07998375725414361	0.0828613988935841	0.12281968758750769	0.10696341791861604	0.09130901261966683	0.10762163204714027	0.11785484187255411	0.7040996372972403	0.7138405424369247	0.7592797490039864	0.08724423867192047	0.11186135347057902	0.13180955193902874	0.10831820872634279	0.14143758131628403	0.16510663877624762	0.0847607737874522
f1pp	0.11153933500508625	0.14714571745292926	0.1518836960208341	0.15496859752033917	0.1318497561890575	0.1510203546782306	0.13571345930508186	0.15261000002197975	0.14915967500093572	0.12576128736817857	0.11336561208645336	0.14177319387269463	0.1435582299940228	0.16162876002347148	0.14203462221599042	0.09900322521852939	0.19505957788816347	0.13228671947394482	0.13526358073595265	0.12602185864523507	0.09652041709646418	0.13476174359130946	0.05870873371035949	0.0981044865569655	0.0952731586468964	0.10072156933969509	0.09450090280731446	0.08281943535091787	0.07937253846690609	0.08633136254154058	0.0	0.07185092624049862	0.11503845563423236	0.0935299245641969	0.08585974621248668	0.08873738785192715	0.12869567654585076	0.11283940687695909	0.09718500157800988	0.11349762100548333	0.12373083083089717	0.7099756262555834	0.7197165313952677	0.7651557379623295	0.09312022763026351	0.11773734242892206	0.13768554089737178	0.11419419768468583	0.14731357027462708	0.17098262773459066	0.09063676274579525
f30pp	0.11134674547511772	0.14695312792296072	0.15169110649086556	0.15477600799037064	0.13165716665908897	0.15082776514826207	0.13552086977511332	0.1524174104920112	0.14896708547096718	0.12556869783821004	0.11317302255648483	0.1415806043427261	0.14336564046405426	0.16143617049350295	0.14184203268602188	0.09881063568856085	0.19486698835819494	0.1320941299439763	0.13507099120598412	0.12582926911526654	0.09632782756649565	0.13456915406134093	0.05851614418039096	0.09791189702699697	0.09508056911692786	0.10052897980972655	0.09430831327734593	0.08262684582094934	0.07917994893693756	0.08613877301157205	0.07185092624049862	0.0	0.11484586610426382	0.09333733503422836	0.08566715668251815	0.08854479832195862	0.12850308701588223	0.11264681734699056	0.09699241204804135	0.1133050314755148	0.12353824130092864	0.7097830367256149	0.7195239418652992	0.764963148432361	0.09292763810029497	0.11754475289895353	0.13749295136740325	0.1140016081547173	0.14712098074465854	0.17079003820462213	0.09044417321582672
w32pp	0.12458233992717202	0.16018872237501502	0.16492670094291986	0.16801160244242494	0.14489276111114327	0.16406335960031637	0.14875646422716762	0.1656530049440655	0.16220267992302148	0.13880429229026434	0.12640861700853911	0.1548161987947804	0.15660123491610856	0.17467176494555725	0.15507762713807619	0.11204623014061516	0.20810258281024924	0.1453297243960306	0.14830658565803842	0.13906486356732084	0.10956342201854995	0.1478047485133952	0.07175173863244524	0.11114749147905126	0.11810426278124511	0.1235526734740438	0.11733200694166318	0.10565053948526659	0.10220364260125481	0.1091624666758893	0.11503845563423236	0.11484586610426382	0.0	0.08488043371754334	0.09890275113457245	0.1017803927740129	0.1417386814679365	0.12588241179904486	0.11022800650009565	0.1265406259275691	0.13677383575298294	0.7230186311776692	0.7327595363173535	0.7781987428844153	0.10616323255234927	0.13078034735100783	0.15072854581945755	0.1272372026067716	0.16035657519671284	0.18402563265667643	0.10367976766788102
w12pp	0.10307380885713655	0.13868019130497955	0.1434181698728844	0.14650307137238947	0.1233842300411078	0.1425548285302809	0.12724793315713215	0.14414447387403004	0.140694148852986	0.11729576122022886	0.10490008593850365	0.13330766772474492	0.13509270384607308	0.15316323387552178	0.1335690960680407	0.09053769907057968	0.18659405174021376	0.12382119332599512	0.12679805458800295	0.11755633249728535	0.08805489094851447	0.12629621744335973	0.05024320756240978	0.08963896040901578	0.09659573171120965	0.10204414240400833	0.09582347587162772	0.08414200841523113	0.08069511153121935	0.08765393560585383	0.0935299245641969	0.09333733503422836	0.08488043371754334	0.0	0.07739422006453697	0.08027186170397743	0.12023015039790104	0.10437388072900938	0.08871947543006017	0.10503209485753362	0.11526530468294746	0.7015101001076337	0.711251005247318	0.7566902118143798	0.0846547014823138	0.10927181628097235	0.12922001474942207	0.10572867153673612	0.13884804412667737	0.16251710158664096	0.08217123659784555
f19pp	0.07945821005307463	0.11506459250091766	0.11980257106882247	0.12288747256832755	0.09976863123704588	0.11893922972621901	0.10363233435307023	0.12052887506996812	0.11707855004892409	0.09368016241616695	0.08128448713444175	0.109692068920683	0.11147710504201117	0.1295476350714599	0.1099534972639788	0.06692210026651776	0.16297845293615185	0.1002055945219332	0.10318245578394103	0.09394073369322345	0.06443929214445257	0.10268061863929784	0.033349604369381586	0.0784457611919952	0.08892555335949945	0.09437396405229814	0.08815329751991752	0.07647183006352093	0.07302493317950914	0.07998375725414361	0.08585974621248668	0.08566715668251815	0.09890275113457245	0.07739422006453697	0.0	0.03957389474473391	0.07953218343865752	0.06367591376976586	0.048021508470816654	0.0643341278982901	0.09164970587888556	0.6778945013035719	0.6876354064432562	0.733074613010318	0.061039102678251904	0.08565621747691046	0.10560441594536019	0.08211307273267424	0.11523244532261546	0.13890150278257907	0.05855563779378364
f7pp	0.0823358516925151	0.11794223414035812	0.12268021270826296	0.12576511420776804	0.10264627287648637	0.12181687136565947	0.10650997599251072	0.12340651670940861	0.11995619168836458	0.09655780405560743	0.08416212877388221	0.11256971056012349	0.11435474668145165	0.13242527671090035	0.11283113890341928	0.06979974190595824	0.16585609457559233	0.10308323616137369	0.1060600974233815	0.09681837533266391	0.06731693378389304	0.10555826027873833	0.03622724600882206	0.08132340283143567	0.09180319499893991	0.0972516056917386	0.09103093915935798	0.07934947170296139	0.0759025748189496	0.0828613988935841	0.08873738785192715	0.08854479832195862	0.1017803927740129	0.08027186170397743	0.03957389474473391	0.0	0.06615930271088526	0.0503030330419936	0.042161004359126904	0.05847362378660034	0.09452734751832603	0.6807721429430124	0.6905130480826966	0.7359522546497584	0.06391674431769237	0.08853385911635092	0.10848205758480066	0.0849907143721147	0.11811008696205594	0.14177914442201955	0.06143327943322411
f10pp	0.12229414038643871	0.15790052283428174	0.16263850140218655	0.16572340290169163	0.14260456157040996	0.1617751600595831	0.1464682646864343	0.1633648054033322	0.15991448038228817	0.13651609274953103	0.12412041746780583	0.1525279992540471	0.15431303537537527	0.17238356540482397	0.15278942759734288	0.10975803059988185	0.20581438326951595	0.1430415248552973	0.1460183861173051	0.13677666402658753	0.10727522247781665	0.14551654897266192	0.07618553470274567	0.12128169152535928	0.1317614836928635	0.13720989438566222	0.1309892278532816	0.119307760396885	0.11586086351287321	0.12281968758750769	0.12869567654585076	0.12850308701588223	0.1417386814679365	0.12023015039790104	0.07953218343865752	0.06615930271088526	0.0	0.05601946035124273	0.0821192930530505	0.09843191248052394	0.13448563621224963	0.720730431636936	0.7304713367766202	0.775910543343682	0.10387503301161599	0.12849214781027454	0.14844034627872427	0.12494900306603832	0.15806837565597953	0.18173743311594315	0.10139156812714772
f15pp	0.10643787071754707	0.1420442531653901	0.1467822317332949	0.1498671332328	0.12674829190151832	0.14591889039069145	0.13061199501754267	0.14750853573444056	0.14405821071339653	0.12065982308063938	0.10826414779891418	0.13667172958515544	0.1384567657064836	0.15652729573593233	0.13693315792845123	0.0939017609309902	0.18995811360062428	0.12718525518640564	0.13016211644841347	0.12092039435769587	0.091418952808925	0.12966027930377028	0.060329265033854	0.10542542185646761	0.11590521402397186	0.12135362471677055	0.11513295818438993	0.10345149072799334	0.10000459384398155	0.10696341791861604	0.11283940687695909	0.11264681734699056	0.12588241179904486	0.10437388072900938	0.06367591376976586	0.0503030330419936	0.05601946035124273	0.0	0.06626302338415885	0.08257564281163228	0.11862936654335798	0.7048741619680443	0.7146150671077286	0.7600542736747904	0.08801876334272432	0.11263587814138287	0.13258407660983262	0.10909273339714665	0.1422121059870879	0.1658811634470515	0.08553529845825607
f14ppB	0.09078346541859784	0.12638984786644086	0.1311278264343457	0.13421272793385078	0.11109388660256911	0.1302644850917422	0.11495758971859346	0.13185413043549135	0.12840380541444732	0.10500541778169017	0.09260974249996495	0.12101732428620623	0.1228023604075344	0.1408728904369831	0.12127875262950202	0.07824735563204098	0.17430370830167508	0.11153084988745643	0.11450771114946424	0.10526598905874665	0.07576454750997579	0.11400587400482105	0.044674859734904794	0.0897710165575184	0.10025080872502265	0.10569921941782134	0.09947855288544072	0.08779708542904413	0.08435018854503235	0.09130901261966683	0.09718500157800988	0.09699241204804135	0.11022800650009565	0.08871947543006017	0.048021508470816654	0.042161004359126904	0.0821192930530505	0.06626302338415885	0.0	0.051549070796410634	0.10297496124440877	0.6892197566690951	0.6989606618087794	0.7443998683758412	0.07236435804377511	0.09698147284243366	0.1169296713108834	0.09343832809819744	0.12655770068813868	0.15022675814810227	0.06988089315930686
f16ppB	0.1070960848460713	0.14270246729391434	0.14744044586181915	0.15052534736132422	0.12740650603004255	0.14657710451921568	0.1312702091460669	0.1481667498629648	0.14471642484192077	0.12131803720916362	0.10892236192743841	0.13732994371367968	0.13911497983500784	0.15718550986445656	0.13759137205697547	0.09455997505951444	0.19061632772914852	0.12784346931492988	0.1308203305769377	0.12157860848622011	0.09207716693744923	0.1303184934322945	0.06098747916237824	0.10608363598499185	0.1165634281524961	0.12201183884529479	0.11579117231291416	0.10410970485651758	0.10066280797250579	0.10762163204714027	0.11349762100548333	0.1133050314755148	0.1265406259275691	0.10503209485753362	0.0643341278982901	0.05847362378660034	0.09843191248052394	0.08257564281163228	0.051549070796410634	0.0	0.11928758067188222	0.7055323760965685	0.7152732812362528	0.7607124878033146	0.08867697747124856	0.11329409226990711	0.13324229073835686	0.10975094752567088	0.14287032011561213	0.16653937757557574	0.0861935125867803
f6ppA	0.0925785738497878	0.12818495629763083	0.13292293486553566	0.13600783636504074	0.11288899503375907	0.13205959352293217	0.11675269814978342	0.1336492388666813	0.13019891384563728	0.10680052621288014	0.09440485093115492	0.1228124327173962	0.12459746883872436	0.14266799886817305	0.12307386106069199	0.08004246406323094	0.17609881673286504	0.11332595831864639	0.11630281958065421	0.10706109748993661	0.08726994650545669	0.13352945399351596	0.07122068898779207	0.11631684581040569	0.12679663797790994	0.13224504867070863	0.126024382138328	0.11434291468193142	0.11089601779791963	0.11785484187255411	0.12373083083089717	0.12353824130092864	0.13677383575298294	0.11526530468294746	0.09164970587888556	0.09452734751832603	0.13448563621224963	0.11862936654335798	0.10297496124440877	0.11928758067188222	0.0	0.6851806388641328	0.6949215440038171	0.7403607505708789	0.06832524023881292	0.09294235503747147	0.1128905535059212	0.08939921029323525	0.12251858288317646	0.14618764034314008	0.07167600159049682
31333	0.6788233692744741	0.7144297517223172	0.719167730290222	0.7222526317897271	0.6991337904584454	0.7183043889476185	0.7029974935744697	0.7198940342913677	0.7164437092703236	0.6930453216375665	0.6806496463558412	0.7090572281420825	0.7108422642634107	0.7289127942928594	0.7093186564853783	0.6662872594879172	0.7623436121575513	0.6995707537433327	0.7025476150053406	0.693305892914623	0.6735147419301429	0.7197742494182022	0.6574654844124783	0.702561641235092	0.7130414334025962	0.718489844095395	0.7122691775630143	0.7005877101066177	0.6971408132226059	0.7040996372972403	0.7099756262555834	0.7097830367256149	0.7230186311776692	0.7015101001076337	0.6778945013035719	0.6807721429430124	0.720730431636936	0.7048741619680443	0.6892197566690951	0.7055323760965685	0.6851806388641328	0.0	0.4381921746041796	0.4836313811712414	0.6515030519183591	0.6761201667170177	0.6960683651854674	0.6725770219727815	0.7056963945627227	0.7293654520226863	0.6579207970151831
31300	0.6885642744141584	0.7241706568620014	0.7289086354299062	0.7319935369294114	0.7088746955981297	0.7280452940873028	0.712738398714154	0.729634939431052	0.7261846144100079	0.7027862267772508	0.6903905514955255	0.7187981332817668	0.720583169403095	0.7386536994325437	0.7190595616250626	0.6760281646276015	0.7720845172972356	0.709311658883017	0.7122885201450249	0.7030467980543073	0.6832556470698272	0.7295151545578865	0.6672063895521626	0.7123025463747763	0.7227823385422805	0.7282307492350792	0.7220100827026986	0.710328615246302	0.7068817183622902	0.7138405424369247	0.7197165313952677	0.7195239418652992	0.7327595363173535	0.711251005247318	0.6876354064432562	0.6905130480826966	0.7304713367766202	0.7146150671077286	0.6989606618087794	0.7152732812362528	0.6949215440038171	0.4381921746041796	0.0	0.420606987263048	0.6612439570580434	0.685861071856702	0.7058092703251517	0.6823179271124657	0.715437299702407	0.7391063571623706	0.6676617021548674
S23Hp	0.7340034809812201	0.7696098634290632	0.774347841996968	0.7774327434964732	0.7543139021651915	0.7734845006543646	0.7581776052812158	0.7750741459981138	0.7716238209770697	0.7482254333443126	0.7358297580625873	0.7642373398488286	0.7660223759701568	0.7840929059996055	0.7644987681921244	0.7214673711946633	0.8175237238642974	0.7547508654500787	0.7577277267120867	0.748486004621369	0.728694853636889	0.7749543611249483	0.7126455961192244	0.7577417529418381	0.7682215451093423	0.773669955802141	0.7674492892697604	0.7557678218133638	0.752320924929352	0.7592797490039864	0.7651557379623295	0.764963148432361	0.7781987428844153	0.7566902118143798	0.733074613010318	0.7359522546497584	0.775910543343682	0.7600542736747904	0.7443998683758412	0.7607124878033146	0.7403607505708789	0.4836313811712414	0.420606987263048	0.0	0.7066831636251052	0.7313002784237638	0.7512484768922135	0.7277571336795275	0.7608765062694688	0.7845455637294324	0.7131009087219292
w26pp	0.06196797064915416	0.09757435309699718	0.102312331664902	0.10539723316440708	0.08227839183312541	0.10144899032229852	0.08614209494914976	0.10303863566604765	0.09958831064500362	0.07618992301224647	0.06379424773052127	0.09220182951676253	0.0939868656380907	0.1120573956675394	0.09246325786005832	0.049431860862597286	0.14548821353223138	0.08271535511801273	0.08569221638002056	0.07645049428930296	0.05665934330482303	0.10291885079288232	0.040610085787158426	0.08570624260977203	0.09618603477727627	0.10163444547007497	0.09541377893769434	0.08373231148129776	0.08028541459728597	0.08724423867192047	0.09312022763026351	0.09292763810029497	0.10616323255234927	0.0846547014823138	0.061039102678251904	0.06391674431769237	0.10387503301161599	0.08801876334272432	0.07236435804377511	0.08867697747124856	0.06832524023881292	0.6515030519183591	0.6612439570580434	0.7066831636251052	0.0	0.0541702218877112	0.07411842035616092	0.050627077143474974	0.0837464497334162	0.1074155071933798	0.041065398389863166
f9pp	0.08658508544781271	0.12219146789565573	0.12692944646356055	0.13001434796306563	0.10689550663178396	0.12606610512095706	0.11075920974780831	0.1276557504647062	0.12420542544366217	0.10080703781090503	0.08841136252917982	0.11681894431542109	0.11860398043674925	0.13667451046619794	0.11708037265871687	0.07404897566125584	0.17010532833088993	0.10733246991667128	0.11030933117867911	0.10106760908796152	0.08127645810348158	0.12753596559154087	0.06522720058581698	0.11032335740843058	0.12080314957593483	0.12625156026873352	0.1200308937363529	0.1083494262799563	0.10490252939594452	0.11186135347057902	0.11773734242892206	0.11754475289895353	0.13078034735100783	0.10927181628097235	0.08565621747691046	0.08853385911635092	0.12849214781027454	0.11263587814138287	0.09698147284243366	0.11329409226990711	0.09294235503747147	0.6761201667170177	0.685861071856702	0.7313002784237638	0.0541702218877112	0.0	0.08691695674281087	0.06342561353012492	0.09654498612006615	0.12021404358002977	0.06568251318852171
w15pp	0.10653328391626243	0.14213966636410547	0.14687764493201028	0.14996254643151535	0.12684370510023368	0.1460143035894068	0.13070740821625804	0.14760394893315593	0.1441536239121119	0.12075523627935476	0.10835956099762956	0.1367671427838708	0.138552178905199	0.1566227089346477	0.1370285711271666	0.09399717412970557	0.19005352679933968	0.12728066838512103	0.13025752964712883	0.12101580755641125	0.1012246565719313	0.1474841640599906	0.08517539905426671	0.13027155587688033	0.14075134804438455	0.14619975873718327	0.13997909220480265	0.12829762474840606	0.12485072786439426	0.13180955193902874	0.13768554089737178	0.13749295136740325	0.15072854581945755	0.12922001474942207	0.10560441594536019	0.10848205758480066	0.14844034627872427	0.13258407660983262	0.1169296713108834	0.13324229073835686	0.1128905535059212	0.6960683651854674	0.7058092703251517	0.7512484768922135	0.07411842035616092	0.08691695674281087	0.0	0.0690141428609432	0.10213351545088445	0.12580257291084807	0.08563071165697145
w19pp	0.08304194070357648	0.1186483231514195	0.12338630171932433	0.1264712032188294	0.10335236188754773	0.12252296037672085	0.10721606500357209	0.12411260572046998	0.12066228069942594	0.0972638930666688	0.08486821778494359	0.11327579957118486	0.11506083569251302	0.13313136572196171	0.11353722791448065	0.07050583091701962	0.1665621835866537	0.10378932517243505	0.10676618643444288	0.09752446434372529	0.07773331335924535	0.12399282084730465	0.06168405584158075	0.10678021266419435	0.1172600048316986	0.1227084155244973	0.11648774899211667	0.10480628153572008	0.1013593846517083	0.10831820872634279	0.11419419768468583	0.1140016081547173	0.1272372026067716	0.10572867153673612	0.08211307273267424	0.0849907143721147	0.12494900306603832	0.10909273339714665	0.09343832809819744	0.10975094752567088	0.08939921029323525	0.6725770219727815	0.6823179271124657	0.7277571336795275	0.050627077143474974	0.06342561353012492	0.0690141428609432	0.0	0.06556417171399331	0.08923322917395692	0.062139368444285484
w10pp	0.11616131329351773	0.15176769574136073	0.15650567430926557	0.15959057580877065	0.13647173447748898	0.15564233296666208	0.14033543759351333	0.15723197831041122	0.1537816532893672	0.13038326565661004	0.11798759037488483	0.1463951721611261	0.14818020828245426	0.16625073831190296	0.1466566005044219	0.10362520350696086	0.19968155617659494	0.1369086977623763	0.13988555902438413	0.13064383693366655	0.1108526859491866	0.15711219343724586	0.09480342843152198	0.1398995852541356	0.15037937742163984	0.15582778811443854	0.1496071215820579	0.13792565412566132	0.13447875724164954	0.14143758131628403	0.14731357027462708	0.14712098074465854	0.16035657519671284	0.13884804412667737	0.11523244532261546	0.11811008696205594	0.15806837565597953	0.1422121059870879	0.12655770068813868	0.14287032011561213	0.12251858288317646	0.7056963945627227	0.715437299702407	0.7608765062694688	0.0837464497334162	0.09654498612006615	0.10213351545088445	0.06556417171399331	0.0	0.08474396475586068	0.09525874103422673
w13pp	0.13983037075348131	0.17543675320132435	0.18017473176922916	0.18325963326873423	0.16014079193745256	0.1793113904266257	0.16400449505347692	0.1809010357703748	0.17745071074933078	0.15405232311657363	0.14165664783484844	0.1700642296210897	0.17184926574241788	0.18991979577186657	0.17032565796438548	0.12729426096692445	0.22335061363655856	0.1605777552223399	0.16355461648434771	0.15431289439363013	0.13452174340915019	0.18078125089720948	0.1184724858914856	0.1635686427140992	0.17404843488160343	0.17949684557440215	0.17327617904202153	0.16159471158562494	0.15814781470161315	0.16510663877624762	0.17098262773459066	0.17079003820462213	0.18402563265667643	0.16251710158664096	0.13890150278257907	0.14177914442201955	0.18173743311594315	0.1658811634470515	0.15022675814810227	0.16653937757557574	0.14618764034314008	0.7293654520226863	0.7391063571623706	0.7845455637294324	0.1074155071933798	0.12021404358002977	0.12580257291084807	0.08923322917395692	0.08474396475586068	0.0	0.11892779849419033
w14pp	0.04230997379158872	0.08994618258221165	0.09468416115011648	0.09776906264962155	0.07465022131833988	0.093820819807513	0.07851392443436424	0.09541046515126213	0.0919601401302181	0.06856175249746095	0.056166077215735744	0.08457365900197701	0.08635869512330517	0.10442922515275388	0.0848350873452728	0.04180369034781177	0.13786004301744587	0.0750871846032272	0.07806404586523503	0.06882232377451744	0.05417587842035476	0.10043538590841405	0.038126620902690166	0.08322277772530377	0.09370256989280802	0.09915098058560672	0.09293031405322609	0.0812488465968295	0.07780194971281772	0.0847607737874522	0.09063676274579525	0.09044417321582672	0.10367976766788102	0.08217123659784555	0.05855563779378364	0.06143327943322411	0.10139156812714772	0.08553529845825607	0.06988089315930686	0.0861935125867803	0.07167600159049682	0.6579207970151831	0.6676617021548674	0.7131009087219292	0.041065398389863166	0.06568251318852171	0.08563071165697145	0.062139368444285484	0.09525874103422673	0.11892779849419033	0.0
