	S1Hp	w12pp	f28pp	s28pp	s20pp	S9H1	S20H1	S21H1	s23pp	S23Hp	S19H1	s30pp	f10pp	w31pp	f14ppB	s2pp	s19pp	S18H1	f31pp	f17ppA	S15Hp	F23HpA	f24pp	s24pp	w16pp	s7pp	w13pp	f13pp	S13Hp	f16ppB	F22HpB	s22pp	F14H1B	f9pp	s1pp	s3pp	w3pp	f30pp	f29pp	f11pp	f2pp	f21pp	w10pp	f15pp	S27H1	s27pp	f14ppA	f8pp	f20ppB	w6pp	s8pp	w21pp	f12ppA	w1pp	F7H1
f13pp	0.2118084123462243	0.11965072085503625	0.1591501035234777	0.14755942041588568	0.13501084412931477	0.11280936033610915	0.21665179754353192	0.2134928759729418	0.1807456714492398	0.1847022558277004	0.2095014698704464	0.15067539205485192	0.11359696330159719	0.13353345347003434	0.13459267508978584	0.13647712572563164	0.14730996556210735	0.2067951702806091	0.10301757935619386	0.13004201525267228	0.22349448365168934	0.21360991576562777	0.09151541921627127	0.09058582427293312	0.12460075882509442	0.1181437795437215	0.08340385298205528	0.0	0.1620547745537536	0.16973410613957657	0.19852190243532972	0.10709725652343416	0.20945589918241514	0.09424576375247819	0.15460411422298376	0.15209410712282934	0.12288433436860632	0.14985855704432866	0.1267186517713648	0.1521980715227857	0.12633265774511243	0.13041254608207492	0.13513438351776177	0.1565413453520268	0.221086755780045	0.12329591964866447	0.14026588847015262	0.10482425950988637	0.14581725602781734	0.12072568316881041	0.16495025219677312	0.16192942127110022	0.15571549336251128	0.1448275762643056	0.23401613144532118
S13Hp	0.2666974553399028	0.17453976384871472	0.2140391465171562	0.20244846340956418	0.18989988712299327	0.16769840332978767	0.2715408405372104	0.26838191896662034	0.2356347144429183	0.23959129882137886	0.2643905128641249	0.20556443504853042	0.1684860062952757	0.18842249646371284	0.18948171808346437	0.19136616871931017	0.20219900855578588	0.2616842132742876	0.1579066223498724	0.1849310582463508	0.27838352664536786	0.2684989587593063	0.1464044622099498	0.14547486726661166	0.17948980181877294	0.17303282253740007	0.13829289597573385	0.1620547745537536	0.0	0.22462314913325515	0.25341094542900827	0.1619862995171127	0.26434494217609367	0.1491348067461567	0.20949315721666226	0.20698315011650784	0.17777337736228482	0.20474760003800715	0.18160769476504332	0.2070871145164642	0.18122170073879096	0.18530158907575342	0.19002342651144027	0.21143038834570532	0.27597579877372347	0.178184962642343	0.19515493146383112	0.15971330250356489	0.20070629902149584	0.17561472616248894	0.21983929519045162	0.2168184642647787	0.21060453635618978	0.1997166192579841	0.28890517443899966
f16ppB	0.23552277139121475	0.1433650799000267	0.18286446256846817	0.17127377946087613	0.15872520317430522	0.1365237193810996	0.24036615658852237	0.23720723501793226	0.20446003049423025	0.2084166148726908	0.23321582891543685	0.17438975109984237	0.13731132234658763	0.1572478125150248	0.1583070341347763	0.1601914847706221	0.1710243246070978	0.23050952932559954	0.1267319384011843	0.1537563742976627	0.24720884269667975	0.23732427481061819	0.11522977826126171	0.11430018331792355	0.14831511787008483	0.14703412398471563	0.1325088579037014	0.16973410613957657	0.22462314913325515	0.0	0.22223626148032016	0.13081161556842458	0.23317025822740556	0.11796012279746863	0.17831847326797418	0.17580846616781975	0.14659869341359677	0.17357291608931907	0.15043301081635524	0.1759124305677761	0.15004701679010288	0.15412690512706537	0.15884874256275222	0.18025570439701727	0.24480111482503542	0.1470102786936549	0.16398024751514306	0.1285386185548768	0.16953161507280778	0.14444004221380086	0.18866461124176354	0.18564378031609066	0.17942985240750176	0.16854193530929606	0.2577304904903116
F22HpB	0.2617321985137451	0.16957450702255703	0.2090738896909985	0.19748320658340648	0.18493463029683557	0.16273314650362997	0.2665755837110527	0.2634166621404626	0.2306694576167606	0.2346260419952212	0.2594252560379672	0.20059917822237272	0.163520749469118	0.18345723963755514	0.18451646125730667	0.18640091189315247	0.19723375172962815	0.2567189564481299	0.15294136552371468	0.1799658014201931	0.27341826981921014	0.2635337019331486	0.1414392053837921	0.14050961044045396	0.17452454499261524	0.17582192028046875	0.16129665419945455	0.19852190243532972	0.25341094542900827	0.22223626148032016	0.0	0.157021042690955	0.25937968534993594	0.144169549919999	0.20452790039050456	0.20201789329035014	0.17280812053612712	0.19978234321184946	0.17664243793888562	0.2021218576903065	0.17625644391263326	0.18033633224959572	0.1850581696852826	0.20646513151954762	0.2710105419475658	0.1732197058161853	0.19018967463767344	0.1547480456774072	0.19574104219533814	0.17064946933633124	0.21487403836429392	0.21185320743862102	0.20563927953003208	0.1947513624318264	0.283939917612842
s22pp	0.1703055526008495	0.07814786110966145	0.1176472437781029	0.10605656067051089	0.09350798438393998	0.07130650059073436	0.17514893779815713	0.17199001622756702	0.13924281170386502	0.14319939608232557	0.1679986101250716	0.10917253230947713	0.0720941035562224	0.09203059372465955	0.09308981534441105	0.09497426598025685	0.10580710581673256	0.1652923105352343	0.06151471961081907	0.08853915550729749	0.18199162390631454	0.17210705602025297	0.05001255947089648	0.04908296452755832	0.08309789907971962	0.0843972743685732	0.06987200828755899	0.10709725652343416	0.1619862995171127	0.13081161556842458	0.157021042690955	0.0	0.14752519681278037	0.052742904007103394	0.11310125447760896	0.11059124737745454	0.08138147462323153	0.10835569729895386	0.08521579202599001	0.1106952117774109	0.08482979799973765	0.08890968633670013	0.09363152377238698	0.11503848560665202	0.17958389603467018	0.08179305990328968	0.09876302872477782	0.06332139976451158	0.10431439628244255	0.07922282342343562	0.12344739245139831	0.12042656152572542	0.11421263361713649	0.1033247165189308	0.1925132716999464
F14H1B	0.27266419525983043	0.18050650376864236	0.22000588643708383	0.20841520332949182	0.1958666270429209	0.1736651432497153	0.2775075804571381	0.2743486588865479	0.24160145436284594	0.2455580387413065	0.27035725278405254	0.21153117496845805	0.17445274621520332	0.19438923638364047	0.195448458003392	0.1973329086392378	0.2081657484757135	0.2676509531942153	0.16387336226980004	0.19089779816627844	0.2843502665652955	0.2744656986792339	0.15237120212987743	0.1514416071865393	0.18545654173870058	0.18675591702755417	0.17223065094653994	0.20945589918241514	0.26434494217609367	0.23317025822740556	0.25937968534993594	0.14752519681278037	0.0	0.15510154666608433	0.2154598971365899	0.21294989003643547	0.18374011728221246	0.2107143399579348	0.18757443468497095	0.21305385443639183	0.1871884406587186	0.19126832899568105	0.1959901664313679	0.21739712826563296	0.28194253869365116	0.18415170256227062	0.20112167138375875	0.16568004242349252	0.20667303894142347	0.18158146608241657	0.22580603511037925	0.22278520418470632	0.2165712762761174	0.20568335917791172	0.29487191435892735
f9pp	0.14746744474363682	0.055309753252448766	0.09480913592089023	0.0832184528132982	0.0706698765267273	0.04846839273352167	0.15231082994094444	0.14915190837035433	0.11640470384665233	0.1203612882251129	0.14516050226785893	0.08633442445226444	0.04925599569900971	0.06919248586744686	0.07025170748719838	0.07213615812304418	0.08296899795951987	0.14245620267902168	0.04277195120555194	0.06979638710203036	0.1632488555010474	0.15336428761498583	0.03126979106562935	0.030340196122291194	0.06435513067445249	0.07154578159761724	0.05702051551660301	0.09424576375247819	0.1491348067461567	0.11796012279746863	0.144169549919999	0.052742904007103394	0.15510154666608433	0.0	0.0860130215095489	0.08350301440939448	0.054293241655171465	0.0812674643308938	0.05812755905792995	0.08360697880935083	0.057741565031677586	0.06182145336864006	0.0707934159151743	0.09220037774943934	0.15674578817745752	0.058954952046077	0.07592492086756514	0.0404832919072989	0.08147628842522986	0.056384715566222945	0.10060928459418564	0.09758845366851274	0.09137452575992382	0.08048660866171813	0.1696751638427337
s1pp	0.20782579521414238	0.11566810372295433	0.15516748639139577	0.14357680328380376	0.13102822699723285	0.10882674320402723	0.21266918041145	0.2095102588408599	0.17676305431715789	0.18071963869561847	0.20551885273836448	0.14669277492277	0.10961434616951526	0.12955083633795242	0.13061005795770395	0.13249450859354975	0.14332734843002543	0.20281455314952723	0.1031303016760575	0.13015473757253593	0.22360720597155295	0.21372263808549138	0.09162814153613491	0.09069854659279676	0.12471348114495806	0.1319041320681228	0.11737886598710857	0.15460411422298376	0.20949315721666226	0.17831847326797418	0.20452790039050456	0.11310125447760896	0.2154598971365899	0.0860130215095489	0.0	0.12511466101327334	0.09590488825905034	0.12287911093477268	0.11497151933511673	0.1404509390865376	0.11458752530986444	0.12095930713451268	0.13115176638567988	0.1525587282199449	0.21710413864796307	0.11931330251658256	0.13628327133807072	0.10084164237780446	0.14183463889573542	0.11674306603672852	0.1609676350646912	0.1579468041390183	0.15173287623042936	0.14084495913222367	0.23003351431323926
s3pp	0.20531578811398796	0.11315809662279991	0.15265747929124135	0.14106679618364934	0.12851821989707843	0.10631673610387281	0.21015917331129558	0.20700025174070547	0.17425304721700346	0.17820963159546405	0.20300884563821006	0.14418276782261558	0.10710433906936084	0.127040829237798	0.12810005085754952	0.12998450149339533	0.140817341329871	0.2003045460493728	0.10062029457590307	0.1276447304723815	0.22109719887139853	0.21121263098533696	0.08911813443598049	0.08818853949264234	0.12220347404480364	0.12939412496796837	0.11486885888695415	0.15209410712282934	0.20698315011650784	0.17580846616781975	0.20201789329035014	0.11059124737745454	0.21294989003643547	0.08350301440939448	0.12511466101327334	0.0	0.0665068790425672	0.10822303640220393	0.11246151223496231	0.1379409319863832	0.11207751820971001	0.11844930003435826	0.12864175928552546	0.15004872111979048	0.21459413154780865	0.11680329541642814	0.1337732642379163	0.09833163527765004	0.139324631795581	0.1142330589365741	0.15845762796453677	0.15543679703886387	0.14922286913027494	0.13833495203206925	0.22752350721308484
w3pp	0.17610601535976494	0.0839483238685769	0.12344770653701836	0.11185702342942634	0.09930844714285543	0.07710696334964981	0.18094940055707256	0.17779047898648245	0.14504327446278045	0.14899985884124103	0.17379907288398705	0.11497299506839256	0.07789456631513784	0.09783105648357499	0.09889027810332651	0.10077472873917231	0.111607568575648	0.1710947732951498	0.07141052182168008	0.0984349577181585	0.19188742611717552	0.18200285823111395	0.05990836168175748	0.05897876673841933	0.09299370129058063	0.10018435221374536	0.08565908613273115	0.12288433436860632	0.17777337736228482	0.14659869341359677	0.17280812053612712	0.08138147462323153	0.18374011728221246	0.054293241655171465	0.09590488825905034	0.0665068790425672	0.0	0.07901326364798093	0.0832517394807393	0.10873115923216017	0.082867745455487	0.08923952728013526	0.09943198653130243	0.12083894836556747	0.18538435879358564	0.08759352266220513	0.10456349148369327	0.06912186252342703	0.11011485904135798	0.08502328618235108	0.12924785521031376	0.12622702428464086	0.12001309637605195	0.10912517927784626	0.19831373445886186
f30pp	0.20308023803548728	0.11092254654429923	0.15042192921274067	0.13883124610514866	0.12628266981857775	0.10408118602537213	0.2079236232327949	0.20476470166220478	0.17201749713850278	0.17597408151696337	0.20077329555970938	0.1419472177441149	0.10486878899086016	0.12480527915929732	0.12586450077904884	0.12774895141489465	0.13858179125137032	0.19806899597087213	0.0983847444974024	0.12540918039388083	0.21886164879289785	0.20897708090683628	0.08688258435747981	0.08595298941414166	0.11996792396630296	0.1271585748894677	0.11263330880845347	0.14985855704432866	0.20474760003800715	0.17357291608931907	0.19978234321184946	0.10835569729895386	0.2107143399579348	0.0812674643308938	0.12287911093477268	0.10822303640220393	0.07901326364798093	0.0	0.11022596215646163	0.1357053819078825	0.10984196813120933	0.11621374995585758	0.12640620920702478	0.1478131710412898	0.21235858146930797	0.11456774533792746	0.13153771415941562	0.09609608519914936	0.1370890817170803	0.11199750885807341	0.1562220778860361	0.1532012469603632	0.14698731905177426	0.13609940195356857	0.22528795713458416
f29pp	0.17994033276252344	0.08778264127133538	0.12728202393977683	0.11569134083218482	0.10314276454561391	0.08094128075240829	0.18478371795983106	0.18162479638924095	0.14887759186553895	0.1528341762439995	0.17763339028674555	0.11880731247115106	0.08172888371789633	0.10166537388633348	0.10272459550608498	0.10460904614193078	0.11544188597840649	0.1749290906979083	0.07524483922443856	0.10226927512091698	0.19572174351993402	0.18583717563387245	0.06374267908451596	0.06281308414117781	0.09682801869333911	0.10401866961650386	0.08949340353548962	0.1267186517713648	0.18160769476504332	0.15043301081635524	0.17664243793888562	0.08521579202599001	0.18757443468497095	0.05812755905792995	0.11497151933511673	0.11246151223496231	0.0832517394807393	0.11022596215646163	0.0	0.11256347663391861	0.08670206285824548	0.09307384468289374	0.10326630393406092	0.12467326576832595	0.18921867619634414	0.09142784006496361	0.10839780888645176	0.07295617992618551	0.11394917644411648	0.08885760358510955	0.13308217261307226	0.13006134168739936	0.12384741377881044	0.11295949668060475	0.20214805186162033
f11pp	0.20541975251394431	0.11326206102275627	0.1527614436911977	0.1411707605836057	0.1286221842970348	0.10642070050382917	0.21026313771125194	0.20710421614066182	0.17435701161695982	0.1783135959954204	0.20311281003816642	0.14428673222257193	0.1072083034693172	0.12714479363775436	0.12820401525750588	0.13008846589335168	0.14092130572982736	0.20040851044932917	0.10072425897585943	0.12774869487233786	0.2212011632713549	0.21131659538529332	0.08922209883593685	0.0882925038925987	0.12230743844476	0.12949808936792473	0.11497282328691051	0.1521980715227857	0.2070871145164642	0.1759124305677761	0.2021218576903065	0.1106952117774109	0.21305385443639183	0.08360697880935083	0.1404509390865376	0.1379409319863832	0.10873115923216017	0.1357053819078825	0.11256347663391861	0.0	0.11218148260966637	0.11855326443431462	0.12874572368548182	0.15015268551974684	0.214698095947765	0.1169072598163845	0.13387722863787266	0.0984355996776064	0.13942859619553735	0.11433702333653045	0.15856159236449313	0.15554076143882023	0.1493268335302313	0.1384389164320256	0.2276274716130412
f2pp	0.17955433873627108	0.08739664724508302	0.12689602991352447	0.11530534680593246	0.10275677051936155	0.08055528672615593	0.1843977239335787	0.1812388023629886	0.1484915978392866	0.15244818221774714	0.17724739626049318	0.1184213184448987	0.08134288969164397	0.10127937986008112	0.10233860147983262	0.10422305211567842	0.11505589195215413	0.17454309667165593	0.0748588451981862	0.10188328109466462	0.19533574949368165	0.18545118160762009	0.0633566850582636	0.06242709011492545	0.09644202466708675	0.1036326755902515	0.08910740950923726	0.12633265774511243	0.18122170073879096	0.15004701679010288	0.17625644391263326	0.08482979799973765	0.1871884406587186	0.057741565031677586	0.11458752530986444	0.11207751820971001	0.082867745455487	0.10984196813120933	0.08670206285824548	0.11218148260966637	0.0	0.09268785065664138	0.10288030990780855	0.12428727174207359	0.18883268217009175	0.09104184603871125	0.1080118148601994	0.07257018589993315	0.11356318241786412	0.08847160955885719	0.13269617858681987	0.129675347661147	0.12346141975255807	0.11257350265435238	0.20176205783536796
f21pp	0.18363422707323357	0.09147653558204549	0.13097591825048696	0.11938523514289494	0.10683665885632403	0.0846351750631184	0.18847761227054116	0.18531869069995105	0.15257148617624905	0.15652807055470963	0.18132728459745565	0.12250120678186116	0.08542277802860644	0.10535926819704358	0.10641848981679511	0.10830294045264091	0.1191357802891166	0.1786229850086184	0.07893873353514867	0.10596316943162709	0.19941563783064412	0.18953106994458255	0.06743657339522607	0.06650697845188792	0.10052191300404922	0.10771256392721396	0.09318729784619975	0.13041254608207492	0.18530158907575342	0.15412690512706537	0.18033633224959572	0.08890968633670013	0.19126832899568105	0.06182145336864006	0.12095930713451268	0.11844930003435826	0.08923952728013526	0.11621374995585758	0.09307384468289374	0.11855326443431462	0.09268785065664138	0.0	0.10696019824477103	0.12836716007903606	0.19291257050705424	0.09512173437567373	0.11209170319716187	0.07665007423689563	0.11764307075482658	0.09255149789581968	0.13677606692378236	0.13375523599810946	0.12754130808952055	0.11665339099131486	0.20584194617233043
w10pp	0.17711402612182406	0.084956334630636	0.12445571729907745	0.11286503419148544	0.10031645790491453	0.07811497411170891	0.18195741131913168	0.17879848974854157	0.14605128522483957	0.15000786960330012	0.17480708364604616	0.11598100583045168	0.07890257707719694	0.10462827539983385	0.10652094595686001	0.10840539659270582	0.11923823642918152	0.18334482244430528	0.08366057097083553	0.11068500686731395	0.20413747526633097	0.1942529073802694	0.07215841083091294	0.07122881588757479	0.10524375043973608	0.11243440136290081	0.0979091352818866	0.13513438351776177	0.19002342651144027	0.15884874256275222	0.1850581696852826	0.09363152377238698	0.1959901664313679	0.0707934159151743	0.13115176638567988	0.12864175928552546	0.09943198653130243	0.12640620920702478	0.10326630393406092	0.12874572368548182	0.10288030990780855	0.10696019824477103	0.0	0.11778586270210256	0.18233127313012074	0.08454043699874023	0.10151040582022837	0.06606877685996213	0.10706177337789308	0.08197020051888618	0.12619476954684886	0.12723503504669997	0.12102110713811105	0.11013319003990536	0.19932174522092094
f15pp	0.19852098795608908	0.10636329646490103	0.1458626791333425	0.13427199602575046	0.12172341973917955	0.09952193594597393	0.2033643731533967	0.2002054515828066	0.1674582470591046	0.17141483143756514	0.19621404548031118	0.1373879676647167	0.10030953891146197	0.12603523723409887	0.12792790779112506	0.12981235842697086	0.14064519826344657	0.2047517842785703	0.10506753280510056	0.13209196870157897	0.22554443710059602	0.21565986921453445	0.09356537266517798	0.09263577772183981	0.1266507122740011	0.13384136319716586	0.11931609711615163	0.1565413453520268	0.21143038834570532	0.18025570439701727	0.20646513151954762	0.11503848560665202	0.21739712826563296	0.09220037774943934	0.1525587282199449	0.15004872111979048	0.12083894836556747	0.1478131710412898	0.12467326576832595	0.15015268551974684	0.12428727174207359	0.12836716007903606	0.11778586270210256	0.0	0.19826049046346467	0.10046965433208416	0.11816597151239716	0.0827243425521309	0.12371733907006187	0.09862576621105495	0.14285033523901763	0.148641996880965	0.1424280689723761	0.1315401518741704	0.22072870705518596
S27H1	0.2630663983841073	0.17090870689291918	0.21040808956136065	0.19881740645376864	0.18626883016719772	0.16406734637399212	0.2679097835814149	0.26475086201082476	0.23200365748712276	0.23596024186558334	0.2607594559083294	0.20193337809273487	0.16485494933948014	0.19058064766211705	0.19247331821914324	0.19435776885498904	0.20519060869146472	0.26929719470658847	0.16961294323311873	0.19663737912959717	0.2900898475286142	0.2802052796425526	0.15811078309319615	0.157181188149858	0.1911961227020193	0.19838677362518403	0.1838615075441698	0.221086755780045	0.27597579877372347	0.24480111482503542	0.2710105419475658	0.17958389603467018	0.28194253869365116	0.15674578817745752	0.21710413864796307	0.21459413154780865	0.18538435879358564	0.21235858146930797	0.18921867619634414	0.214698095947765	0.18883268217009175	0.19291257050705424	0.18233127313012074	0.19826049046346467	0.0	0.15427607885950123	0.18271138194041533	0.1472697529801491	0.18826274949808006	0.16317117663907316	0.20739574566703584	0.21318740730898317	0.20697347940039423	0.19608556230218854	0.28527411748320414
s27pp	0.16527556225272677	0.0731178707615387	0.11261725342998016	0.10102657032238814	0.08847799403581723	0.06627651024261161	0.17011894745003436	0.16696002587944425	0.13421282135574225	0.13816940573420283	0.16296861977694885	0.10414254196135436	0.06706411320809964	0.09278981153073654	0.09468248208776273	0.09656693272360853	0.10739977256008422	0.17150635857520796	0.07182210710173823	0.09884654299821664	0.19229901139723368	0.18241444351117211	0.06031994696181564	0.059390352018477484	0.09340528657063878	0.10059593749380352	0.08607067141278929	0.12329591964866447	0.178184962642343	0.1470102786936549	0.1732197058161853	0.08179305990328968	0.18415170256227062	0.058954952046077	0.11931330251658256	0.11680329541642814	0.08759352266220513	0.11456774533792746	0.09142784006496361	0.1169072598163845	0.09104184603871125	0.09512173437567373	0.08454043699874023	0.10046965433208416	0.15427607885950123	0.0	0.08492054580903483	0.04947891684876858	0.09047191336669955	0.06538034050769262	0.1096049095356553	0.11539657117760266	0.10918264326901375	0.09829472617080806	0.18748328135182363
f14ppA	0.1822455310742149	0.09008783958302684	0.1295872222514683	0.11799653914387628	0.10544796285730537	0.08324647906409975	0.18708891627152252	0.1839299947009324	0.1511827901772304	0.15513937455569096	0.179938588598437	0.12111251078284252	0.08403408202958779	0.1097597803522247	0.11165245090925086	0.11353690154509666	0.12436974138157236	0.18847632739669612	0.08879207592322637	0.11581651181970479	0.2092689802187218	0.19938441233266024	0.07728991578330378	0.07636032083996563	0.11037525539212692	0.11756590631529165	0.10304064023427745	0.14026588847015262	0.19515493146383112	0.16398024751514306	0.19018967463767344	0.09876302872477782	0.20112167138375875	0.07592492086756514	0.13628327133807072	0.1337732642379163	0.10456349148369327	0.13153771415941562	0.10839780888645176	0.13387722863787266	0.1080118148601994	0.11209170319716187	0.10151040582022837	0.11816597151239716	0.18271138194041533	0.08492054580903483	0.0	0.05445248047261412	0.10097770674562831	0.07588613388662138	0.12260353991744458	0.13236653999909082	0.12615261209050188	0.1152646949922962	0.20445325017331178
f8pp	0.14680390211394867	0.054646210622760594	0.09414559329120205	0.08255491018361004	0.07000633389703913	0.04780485010383351	0.15164728731125626	0.14848836574066615	0.11574116121696415	0.11969774559542473	0.14449695963817075	0.08567088182257626	0.04859245306932154	0.07431815139195844	0.07621082194898463	0.07809527258483043	0.08892811242130612	0.15303469843642986	0.053350446962960124	0.08037488285943854	0.17382735125845558	0.163942783372394	0.04184828682303754	0.04091869187969938	0.07493362643186068	0.08212427735502542	0.06759901127401119	0.10482425950988637	0.15971330250356489	0.1285386185548768	0.1547480456774072	0.06332139976451158	0.16568004242349252	0.0404832919072989	0.10084164237780446	0.09833163527765004	0.06912186252342703	0.09609608519914936	0.07295617992618551	0.0984355996776064	0.07257018589993315	0.07665007423689563	0.06606877685996213	0.0827243425521309	0.1472697529801491	0.04947891684876858	0.05445248047261412	0.0	0.06553607778536205	0.04044450492635514	0.08716191095717832	0.09692491103882456	0.09071098313023565	0.07982306603202996	0.16901162121304553
f20ppB	0.1877968986318796	0.09563920714069155	0.13513858980913301	0.123547906701541	0.1109993304149701	0.08879784662176446	0.19264028382918724	0.18948136225859713	0.15673415773489513	0.16069074211335568	0.1854899561561017	0.12666387834050724	0.0895854495872525	0.1153111479098894	0.11720381846691558	0.11908826910276138	0.12992110893923708	0.1940276949543608	0.09434344348089108	0.12136787937736951	0.21482034777638653	0.20493577989032497	0.08284128334096849	0.08191168839763034	0.11592662294979164	0.12311727387295637	0.10859200779194216	0.14581725602781734	0.20070629902149584	0.16953161507280778	0.19574104219533814	0.10431439628244255	0.20667303894142347	0.08147628842522986	0.14183463889573542	0.139324631795581	0.11011485904135798	0.1370890817170803	0.11394917644411648	0.13942859619553735	0.11356318241786412	0.11764307075482658	0.10706177337789308	0.12371733907006187	0.18826274949808006	0.09047191336669955	0.10097770674562831	0.06553607778536205	0.0	0.07497433692533959	0.12815490747510927	0.13791790755675554	0.1317039796481666	0.12081606254996091	0.2100046177309765
w6pp	0.1627053257728727	0.07054763428168465	0.1100470169501261	0.09845633384253408	0.08590775755596317	0.06370627376275755	0.16754871097018031	0.1643897893995902	0.1316425848758882	0.13559916925434878	0.1603983832970948	0.10157230548150031	0.06449387672824558	0.09021957505088249	0.09211224560790866	0.09399669624375447	0.10482953608023016	0.1689361220953539	0.06925187062188418	0.09627630651836258	0.18972877491737963	0.17984420703131807	0.05774971048196158	0.05682011553862343	0.09083505009078471	0.09802570101394946	0.08350043493293524	0.12072568316881041	0.17561472616248894	0.14444004221380086	0.17064946933633124	0.07922282342343562	0.18158146608241657	0.056384715566222945	0.11674306603672852	0.1142330589365741	0.08502328618235108	0.11199750885807341	0.08885760358510955	0.11433702333653045	0.08847160955885719	0.09255149789581968	0.08197020051888618	0.09862576621105495	0.16317117663907316	0.06538034050769262	0.07588613388662138	0.04044450492635514	0.07497433692533959	0.0	0.10306333461610237	0.11282633469774861	0.10661240678915969	0.095724489690954	0.18491304487196958
s8pp	0.20692989480083537	0.11477220330964732	0.15427158597808877	0.14268090287049676	0.13013232658392584	0.10793084279072022	0.211773279998143	0.20861435842755288	0.17586715390385088	0.17982373828231146	0.20462295232505748	0.145796874509463	0.10871844575620826	0.13444414407884517	0.13633681463587136	0.13822126527171716	0.14905410510819284	0.2131606911233166	0.11347643964984686	0.1405008755463253	0.2339533439453423	0.22406877605928074	0.10197427950992427	0.10104468456658611	0.13505961911874742	0.14225027004191215	0.12772500396089792	0.16495025219677312	0.21983929519045162	0.18866461124176354	0.21487403836429392	0.12344739245139831	0.22580603511037925	0.10060928459418564	0.1609676350646912	0.15845762796453677	0.12924785521031376	0.1562220778860361	0.13308217261307226	0.15856159236449313	0.13269617858681987	0.13677606692378236	0.12619476954684886	0.14285033523901763	0.20739574566703584	0.1096049095356553	0.12260353991744458	0.08716191095717832	0.12815490747510927	0.10306333461610237	0.0	0.1570509037257113	0.15083697581712235	0.13994905871891666	0.22913761389993226
w21pp	0.1792142741751544	0.09856136043261252	0.1461665176821208	0.13457583457452876	0.12202925828895791	0.09982777449575231	0.20367021170317506	0.20051129013258495	0.16776408560888295	0.17172066998734353	0.19651988403008958	0.13769380621449506	0.10061537746124033	0.1314233131531723	0.13331598371019845	0.13520043434604426	0.14603327418251996	0.2101398601976437	0.11045560872417395	0.1374800446206524	0.23093251301966938	0.22104794513360781	0.09895344858425137	0.09802385364091322	0.13203878819307452	0.13922943911623925	0.12470417303522503	0.16192942127110022	0.2168184642647787	0.18564378031609066	0.21185320743862102	0.12042656152572542	0.22278520418470632	0.09758845366851274	0.1579468041390183	0.15543679703886387	0.12622702428464086	0.1532012469603632	0.13006134168739936	0.15554076143882023	0.129675347661147	0.13375523599810946	0.12723503504669997	0.148641996880965	0.21318740730898317	0.11539657117760266	0.13236653999909082	0.09692491103882456	0.13791790755675554	0.11282633469774861	0.1570509037257113	0.0	0.1152693677425545	0.10438145064434881	0.20142199327425128
f12ppA	0.17300034626656546	0.09234743252402358	0.13995258977353187	0.12836190666593986	0.11581533038036901	0.09361384658716337	0.19745628379458613	0.19429736222399602	0.16155015770029402	0.1655067420787546	0.19030595612150064	0.13147987830590613	0.09440144955265142	0.12520938524458336	0.12710205580160955	0.12898650643745535	0.13981934627393106	0.20392593228905476	0.10424168081558505	0.13126611671206345	0.22471858511108048	0.2148340172250189	0.09273952067566246	0.0918099257323243	0.12582486028448558	0.13301551120765032	0.11849024512663611	0.15571549336251128	0.21060453635618978	0.17942985240750176	0.20563927953003208	0.11421263361713649	0.2165712762761174	0.09137452575992382	0.15173287623042936	0.14922286913027494	0.12001309637605195	0.14698731905177426	0.12384741377881044	0.1493268335302313	0.12346141975255807	0.12754130808952055	0.12102110713811105	0.1424280689723761	0.20697347940039423	0.10918264326901375	0.12615261209050188	0.09071098313023565	0.1317039796481666	0.10661240678915969	0.15083697581712235	0.1152693677425545	0.0	0.08340460735745128	0.19520806536566238
w1pp	0.16211242916835977	0.08145951542581789	0.12906467267532618	0.11747398956773417	0.10492741328216332	0.08272592948895768	0.18656836669638044	0.18340944512579033	0.15066224060208833	0.1546188249805489	0.17941803902329495	0.12059196120770045	0.08351353245444573	0.11432146814637767	0.11621413870340384	0.11809858933924965	0.12893142917572536	0.19303801519084907	0.09335376371737936	0.12037819961385778	0.21383066801287479	0.20394610012681322	0.08185160357745677	0.08092200863411861	0.11493694318627991	0.12212759410944464	0.10760232802843042	0.1448275762643056	0.1997166192579841	0.16854193530929606	0.1947513624318264	0.1033247165189308	0.20568335917791172	0.08048660866171813	0.14084495913222367	0.13833495203206925	0.10912517927784626	0.13609940195356857	0.11295949668060475	0.1384389164320256	0.11257350265435238	0.11665339099131486	0.11013319003990536	0.1315401518741704	0.19608556230218854	0.09829472617080806	0.1152646949922962	0.07982306603202996	0.12081606254996091	0.095724489690954	0.13994905871891666	0.10438145064434881	0.08340460735745128	0.0	0.18432014826745668
